time,black,white,total,empty,temperature,luminosity,albedo,regulation_error,control_temperature,temperature_advantage
26,368,483,851,49,22.64969662559667,1.0,0.5264999999999993,0.1496966255966683,43.22055476683032,20.57085814123365
27,411,480,891,9,22.96283838226643,1.0,0.5181666666666667,0.4628383822664297,43.2205549278395,20.25771654557307
28,441,453,894,6,22.10175107163635,1.0,0.5026666666666666,0.39824892836364967,43.22055500834417,20.32230607998052
29,446,453,899,1,21.345029373929943,1.0,0.5018333333333334,1.1549706260700567,43.22055504859618,19.565584422526126
30,452,447,899,1,20.723589934765997,1.0,0.4985,1.7764100652340034,43.22055506872249,18.944145003488487
31,450,446,896,4,20.509000721613923,1.0,0.4984444444444444,1.9909992783860773,43.22055507878572,18.729555800399645
32,449,444,893,7,20.453892129921062,1.0,0.4978333333333333,2.046107870078938,43.220555083817096,18.67444721373816
33,452,441,893,7,20.45243084151621,1.0,0.4961666666666666,2.047569158483789,43.2205550863328,18.672985927849012
34,461,433,894,6,20.72429288864671,1.0,0.4915555555555555,1.7757071113532916,43.22055508759077,18.944847976237476
35,464,431,895,5,21.09779785405072,1.0,0.49027777777777776,1.4022021459492784,43.22055508821976,19.318352942270483
36,466,429,895,5,21.4431610375506,1.0,0.4891666666666667,1.056838962449401,43.220555088534304,19.663716126084903
37,465,431,896,4,21.589749621858953,1.0,0.49011111111111116,0.9102503781410469,43.22055508869139,19.810304710550344
38,463,434,897,3,21.49619168987879,1.0,0.4916111111111111,1.0038083101212116,43.22055508877015,19.716746778648936
39,466,433,899,1,21.475505731330312,1.0,0.49072222222222217,1.024494268669688,43.220555088809455,19.696060820139767
40,471,428,899,1,21.59699622669625,1.0,0.4879444444444444,0.9030037733037517,43.22055508882903,19.81755131552528
41,470,428,898,2,21.876779713396697,1.0,0.4881111111111111,0.6232202866033028,43.22055508883874,20.09733480223544
42,473,426,899,1,22.017355675463058,1.0,0.4868333333333333,0.48264432453694184,43.22055508884372,20.237910764306775
43,467,432,899,1,21.92147565107803,1.0,0.49016666666666664,0.5785243489219702,43.22055508884641,20.14203073992444
44,467,432,899,1,21.645571657815434,1.0,0.49016666666666664,0.8544283421845655,43.22055508884735,19.866126746662783
45,469,431,900,0,21.699196455327822,1.0,0.48944444444444446,0.8008035446721777,43.22055508884823,19.91975154417605
