time,black,white,total,empty,temperature,luminosity,albedo,regulation_error,control_temperature,temperature_advantage
46,465,435,900,0,21.629878347654117,1.0,0.49166666666666664,0.8701216523458832,43.22055508884841,19.850433436502524
47,471,429,900,0,21.7092012843523,1.0,0.48833333333333334,0.7907987156476999,43.22055508884842,19.92975637320072
48,469,431,900,0,21.696676737818215,1.0,0.48944444444444446,0.8033232621817845,43.22055508884846,19.917231826666672
49,468,431,899,1,21.777619228928504,1.0,0.4896111111111111,0.7223807710714958,43.22055508884846,19.99817431777696
50,462,437,899,1,21.634070984960296,1.0,0.4929444444444444,0.8659290150397041,43.22055508884855,19.854626073808845
51,475,397,872,28,24.792325137261084,1.0,0.4752222222222219,2.2923251372610842,43.22055508884855,18.428229951587465
52,442,423,865,35,27.511956337477944,1.0,0.4908333333333329,5.011956337477944,43.22055508884855,15.708598751370605
53,430,455,885,15,25.435798276119357,1.0,0.5052777777777776,2.935798276119357,43.22055508884855,17.784756812729192
54,433,460,893,7,22.79920360434204,1.0,0.5067222222222222,0.29920360434203985,43.22055508884855,20.42135148450651
55,432,466,898,2,20.825844207549213,1.0,0.5092222222222221,1.6741557924507866,43.22055508884855,19.046399296397762
56,435,464,899,1,19.699089511176183,1.0,0.5079444444444444,2.800910488823817,43.22055508884855,17.919644600024732
57,431,465,896,4,19.223601146083116,1.0,0.5089999999999999,3.2763988539168842,43.22055508884855,17.444156234931665
58,427,470,897,3,18.809394778633575,1.0,0.511611111111111,3.6906052213664253,43.22055508884855,17.029949867482124
59,420,476,896,4,18.30360589613429,1.0,0.515111111111111,4.19639410386571,43.22055508884855,16.52416098498284
60,418,476,894,6,17.918877980244474,1.0,0.5154444444444443,4.581122019755526,43.22055508884855,16.139433069093023
61,416,478,894,6,17.779384255898865,1.0,0.5165555555555554,4.720615744101135,43.22055508884855,15.999939344747414
62,415,479,894,6,17.6746186442319,1.0,0.5171111111111111,4.825381355768101,43.22055508884855,15.895173733080448
63,419,477,896,4,17.534346855304978,1.0,0.5156666666666666,4.965653144695022,43.22055508884855,15.754901944153527
64,414,482,896,4,17.534248459829815,1.0,0.5184444444444444,4.965751540170185,43.22055508884855,15.754803548678364
65,414,483,897,3,17.226587821265177,1.0,0.5188333333333333,5.273412178734823,43.22055508884855,15.447142910113726
66,414,481,895,5,17.265702733558758,1.0,0.5180555555555555,5.234297266441242,43.22055508884855,15.486257822407307
67,416,480,896,4,17.259167182263976,1.0,0.5173333333333333,5.240832817736024,43.22055508884855,15.479722271112525
68,424,472,896,4,17.406268584078006,1.0,0.5128888888888888,5.093731415921994,43.22055508884855,15.626823672926555
69,422,474,896,4,17.603411236288746,1.0,0.5139999999999999,4.896588763711254,43.22055508884855,15.823966325137295
70,424,472,896,4,17.752800139845053,1.0,0.5128888888888888,4.7471998601549465,43.22055508884855,15.973355228693602
71,428,468,896,4,17.995031034473655,1.0,0.5106666666666666,4.504968965526345,43.22055508884855,16.215586123322204
72,432,465,897,3,18.142239489229542,1.0,0.5088333333333332,4.357760510770458,43.22055508884855,16.36279457807809
73,434,465,899,1,18.392305901510507,1.0,0.5085,4.1076940984894925,43.22055508884855,16.612860990359057
74,438,461,899,1,18.631321098186017,1.0,0.5062777777777777,3.8686789018139827,43.22055508884855,16.851876187034566
75,445,454,899,1,19.006254122467674,1.0,0.5023888888888889,3.4937458775323265,43.22055508884855,17.226809211316223
76,448,435,883,17,21.214575723270823,1.0,0.49449999999999994,1.2854242767291773,43.22055508884855,19.43513081211937
77,477,381,858,42,25.35641108886836,1.0,0.4686666666666665,2.8564110888683594,43.22055508884855,17.86414399998019
78,512,368,880,20,27.36892299085282,1.0,0.4577777777777777,4.86892299085282,43.22055508884855,15.85163209799573
79,505,377,882,18,27.692624537324022,1.0,0.4624444444444444,5.192624537324022,43.22055508884855,15.527930551524527
80,504,383,887,13,27.040802548857588,1.0,0.4649444444444445,4.540802548857588,43.22055508884855,16.17975253999096
81,499,390,889,11,26.258963592484225,1.0,0.4685,3.758963592484225,43.22055508884855,16.961591496364324
82,501,389,890,10,25.736894858373496,1.0,0.4677777777777778,3.236894858373496,43.22055508884855,17.483660230475053
83,503,389,892,8,25.563065255695445,1.0,0.4674444444444445,3.063065255695445,43.22055508884855,17.657489833153104
84,505,386,891,9,25.467908931019977,1.0,0.4659444444444445,2.967908931019977,43.22055508884855,17.752646157828572
85,503,389,892,8,25.429256510734806,1.0,0.4674444444444445,2.929256510734806,43.22055508884855,17.791298578113743
86,505,386,891,9,25.427781784697363,1.0,0.4659444444444445,2.9277817846973626,43.22055508884855,17.792773304151186
87,509,383,892,8,25.55887789631881,1.0,0.46411111111111114,3.0588778963188084,43.22055508884855,17.66167719252974
88,505,385,890,10,25.571555718530245,1.0,0.4655555555555556,3.071555718530245,43.22055508884855,17.648999370318304
89,510,380,890,10,25.761914119159307,1.0,0.46277777777777784,3.2619141191593073,43.22055508884855,17.45864096968924
90,506,385,891,9,25.804223085874547,1.0,0.4653888888888889,3.304223085874547,43.22055508884855,17.416332002974002
91,506,386,892,8,25.737488586138728,1.0,0.46577777777777785,3.2374885861387277,43.22055508884855,17.48306650270982
92,502,391,893,7,25.590139345735764,1.0,0.4683888888888889,3.090139345735764,43.22055508884855,17.630415743112785
93,496,399,895,5,25.104481254940875,1.0,0.4725,2.6044812549408753,43.22055508884855,18.116073833907674
94,499,397,896,4,24.739428695671947,1.0,0.47122222222222226,2.239428695671947,43.22055508884855,18.481126393176602
95,495,400,895,5,24.61664573554098,1.0,0.47305555555555556,2.116645735540981,43.22055508884855,18.603909353307568
96,491,402,893,7,24.406253515446295,1.0,0.47450000000000003,1.906253515446295,43.22055508884855,18.814301573402254
97,484,410,894,6,24.08065072894922,1.0,0.47877777777777775,1.5806507289492195,43.22055508884855,19.13990435989933
98,483,410,893,7,23.733829846177347,1.0,0.4789444444444444,1.233829846177347,43.22055508884855,19.486725242671202
99,481,415,896,4,23.489697687086974,1.0,0.4812222222222223,0.9896976870869736,43.22055508884855,19.730857401761575
100,478,416,894,6,23.122500361082704,1.0,0.48211111111111116,0.6225003610827038,43.22055508884855,20.098054727765845
101,437,433,870,30,24.205827344544335,1.0,0.4955555555555554,1.7058273445443355,43.22055508884855,19.014727744304214
102,438,436,874,26,24.67403224370628,1.0,0.4965555555555556,2.1740322437062787,43.22055508884855,18.54652284514227
103,427,445,872,28,23.98595369077911,1.0,0.5018888888888888,1.4859536907791089,43.22055508884855,19.23460139806944
104,438,454,892,8,22.923657041584228,1.0,0.5035555555555556,0.423657041584228,43.22055508884855,20.29689804726432
105,451,448,899,1,21.58088861143309,1.0,0.49905555555555553,0.9191113885669111,43.22055508884855,19.801443700281638
106,457,440,897,3,21.069483534587633,1.0,0.4949444444444445,1.4305164654123672,43.22055508884855,19.290038623436182
107,455,441,896,4,20.96346595491024,1.0,0.4956666666666667,1.536534045089759,43.22055508884855,19.18402104375879
108,454,440,894,6,20.926940211744437,1.0,0.4954444444444444,1.5730597882555628,43.22055508884855,19.147495300592986
109,449,447,896,4,20.803621091679055,1.0,0.499,1.6963789083209448,43.22055508884855,19.024176180527604
110,450,445,895,5,20.5840350495646,1.0,0.49805555555555553,1.9159649504353986,43.22055508884855,18.80459013841315
111,451,444,895,5,20.44814902106581,1.0,0.4975,2.0518509789341906,43.22055508884855,18.66870410991436
112,448,447,895,5,20.41522475631055,1.0,0.49916666666666665,2.0847752436894496,43.22055508884855,18.6357798451591
113,449,445,894,6,20.319799382892043,1.0,0.4982222222222222,2.180200617107957,43.22055508884855,18.540354471740592
114,450,447,897,3,20.31534696901339,1.0,0.4988333333333333,2.1846530309866097,43.22055508884855,18.53590205786194
115,454,441,895,5,20.409935487220096,1.0,0.49583333333333335,2.090064512779904,43.22055508884855,18.630490576068645
116,455,441,896,4,20.65017497789937,1.0,0.49566666666666664,1.8498250221006316,43.22055508884855,18.870730066747917
117,458,437,895,5,20.876035190437566,1.0,0.4936111111111111,1.623964809562434,43.22055508884855,19.096590279286115
118,463,434,897,3,21.077538498516248,1.0,0.49161111111111105,1.4224615014837525,43.22055508884855,19.298093587364797
119,463,434,897,3,21.1089368722834,1.0,0.49161111111111105,1.391063127716599,43.22055508884855,19.32949196113195
120,461,435,896,4,21.325138595363217,1.0,0.4923333333333333,1.1748614046367827,43.22055508884855,19.545693684211766
121,459,435,894,6,21.337108950473226,1.0,0.49266666666666664,1.162891049526774,43.22055508884855,19.557664039321775
122,460,433,893,7,21.44746615779458,1.0,0.49172222222222217,1.0525338422054205,43.22055508884855,19.66802124664313
123,461,434,895,5,21.406514255025357,1.0,0.49194444444444446,1.0934857449746431,43.22055508884855,19.627069343873906
124,465,430,895,5,21.482168810070654,1.0,0.4897222222222222,1.0178311899293462,43.22055508884855,19.702723898919203
125,465,431,896,4,21.512438782972957,1.0,0.49011111111111116,0.9875612170270429,43.22055508884855,19.732993871821506
126,470,415,885,15,23.720754831949716,1.0,0.48305555555555557,1.2207548319497157,43.22055508884855,19.499800256898833
127,451,421,872,28,25.452513472468425,1.0,0.4885555555555553,2.952513472468425,43.22055508884855,17.768041616380124
128,464,419,883,17,25.429862102281557,1.0,0.4856111111111109,2.9298621022815574,43.22055508884855,17.79069298656699
129,479,411,890,10,25.103336772997682,1.0,0.4799999999999998,2.6033367729976824,43.22055508884855,18.117218315850867
130,473,419,892,8,24.216342985895515,1.0,0.48411111111111105,1.7163429858955155,43.22055508884855,19.004212102953034
131,466,426,892,8,23.26541633403722,1.0,0.4879999999999999,0.7654163340372193,43.22055508884855,19.95513875481133
132,470,425,895,5,22.68489675962562,1.0,0.4869444444444443,0.18489675962561947,43.22055508884855,20.53565832922293
133,469,422,891,9,22.455748729355545,1.0,0.48594444444444423,0.04425127064445533,43.22055508884855,20.676303818204094
134,477,416,893,7,22.622008928889894,1.0,0.4822777777777776,0.12200892888989401,43.22055508884855,20.598546159958655
135,479,414,893,7,22.74976773891989,1.0,0.48116666666666646,0.24976773891988913,43.22055508884855,20.47078734992866
136,477,416,893,7,22.831498628040038,1.0,0.4822777777777776,0.3314986280400376,43.22055508884855,20.38905646080851
137,477,413,890,10,22.951327313640988,1.0,0.481111111111111,0.4513273136409879,43.22055508884855,20.26922777520756
138,474,417,891,9,22.958371422842173,1.0,0.4831666666666666,0.45837142284217336,43.22055508884855,20.262183666006376
139,473,421,894,6,22.899413283074782,1.0,0.4848888888888888,0.3994132830747823,43.22055508884855,20.321141805773767
140,469,426,895,5,22.571932733132712,1.0,0.4874999999999999,0.0719327331327122,43.22055508884855,20.648622355715837
141,469,427,896,4,22.38141523200396,1.0,0.48788888888888887,0.11858476799604034,43.22055508884855,20.60197032085251
142,470,427,897,3,22.190025975009696,1.0,0.48772222222222217,0.3099740249903036,43.22055508884855,20.410581063858245
143,469,429,898,2,22.04214533162939,1.0,0.48866666666666664,0.4578546683706115,43.22055508884855,20.262700420477938
144,466,432,898,2,21.819888488626145,1.0,0.4903333333333333,0.6801115113738554,43.22055508884855,20.040443577474694
145,469,428,897,3,21.830299362279895,1.0,0.48827777777777776,0.6697006377201049,43.22055508884855,20.050854451128444
146,469,428,897,3,21.92407800091635,1.0,0.48827777777777776,0.5759219990836506,43.22055508884855,20.1446330897649
147,473,423,896,4,21.996376108960035,1.0,0.4856666666666667,0.5036238910399646,43.22055508884855,20.216931197808584
148,474,423,897,3,22.17328437967462,1.0,0.48549999999999993,0.3267156203253805,43.22055508884855,20.39383946852317
149,472,423,895,5,22.191016797327492,1.0,0.4858333333333333,0.3089832026725077,43.22055508884855,20.41157188617604
150,472,426,898,2,22.20949296692261,1.0,0.48699999999999993,0.29050703307738956,43.22055508884855,20.43004805577116
151,455,423,878,22,23.70192716359395,1.0,0.48866666666666636,1.2019271635939504,43.22055508884855,19.5186279252546
152,464,413,877,23,25.4087651075125,1.0,0.4832777777777778,2.908765107512501,43.22055508884855,17.811789981336048
153,450,433,883,17,25.618100416768545,1.0,0.4933888888888888,3.118100416768545,43.22055508884855,17.602454672080004
154,444,449,893,7,24.168196921845265,1.0,0.5006111111111112,1.668196921845265,43.22055508884855,19.052358167003284
155,447,452,899,1,22.439364055970152,1.0,0.5012777777777777,0.06063594402984762,43.22055508884855,20.6599191448187
156,455,445,900,0,21.296850283227684,1.0,0.49722222222222223,1.203149716772316,43.22055508884855,19.517405372076233
157,457,443,900,0,20.86635261354919,1.0,0.4961111111111111,1.6336473864508108,43.22055508884855,19.08690770239774
158,456,443,899,1,20.703974012309246,1.0,0.49627777777777776,1.7960259876907543,43.22055508884855,18.924529101157795
159,454,444,898,2,20.61317475092058,1.0,0.49699999999999994,1.8868252490794184,43.22055508884855,18.83372983976913
160,451,446,897,3,20.47164461379636,1.0,0.49827777777777776,2.028355386203639,43.22055508884855,18.69219970264491
161,451,449,900,0,20.409805287286808,1.0,0.49944444444444447,2.090194712713192,43.22055508884855,18.630360376135357
162,453,447,900,0,20.24773636810798,1.0,0.49833333333333335,2.2522636318920206,43.22055508884855,18.46829145695653
163,455,442,897,3,20.368572882147046,1.0,0.49605555555555547,2.1314271178529545,43.22055508884855,18.589127970995595
164,459,441,900,0,20.70845691640372,1.0,0.495,1.791543083596281,43.22055508884855,18.929012005252268
165,461,438,899,1,20.861915886859148,1.0,0.4935,1.6380841131408523,43.22055508884855,19.082470975707697
166,462,437,899,1,21.06979462801092,1.0,0.4929444444444444,1.4302053719890786,43.22055508884855,19.29034971685947
167,463,436,899,1,21.112622241651056,1.0,0.4923888888888889,1.3873777583489435,43.22055508884855,19.333177330499606
168,464,434,898,2,21.20475776617557,1.0,0.49144444444444446,1.2952422338244283,43.22055508884855,19.42531285502412
169,468,431,899,1,21.313305722805794,1.0,0.4896111111111111,1.1866942771942064,43.22055508884855,19.533860811654343
170,469,430,899,1,21.46302598883469,1.0,0.4890555555555555,1.0369740111653094,43.22055508884855,19.68358107768324
171,474,425,899,1,21.670403815205432,1.0,0.48627777777777775,0.8295961847945676,43.22055508884855,19.89095890405398
172,471,429,900,0,21.808427259168845,1.0,0.48833333333333334,0.6915727408311554,43.22055508884855,20.028982348017394
173,474,426,900,0,21.84242023165638,1.0,0.4866666666666667,0.65757976834362,43.22055508884855,20.06297532050493
174,472,428,900,0,21.93837995894104,1.0,0.48777777777777775,0.5616200410589585,43.22055508884855,20.15893504778959
175,474,425,899,1,22.013137048741065,1.0,0.48627777777777775,0.4868629512589351,43.22055508884855,20.233692137589614
176,469,418,887,13,23.70330080451367,1.0,0.4843888888888887,1.2033008045136704,43.22055508884855,19.51725428433488
177,437,428,865,35,25.278986890764426,1.0,0.493611111111111,2.7789868907644255,43.22055508884855,17.941568198084124
178,427,443,870,30,25.61227040918188,1.0,0.501111111111111,3.1122704091818783,43.22055508884855,17.60828467966667
179,436,456,892,8,24.223656800123216,1.0,0.5046666666666666,1.7236568001232158,43.22055508884855,18.996898288725333
180,437,460,897,3,22.228835834554243,1.0,0.5060555555555556,0.2711641654457573,43.22055508884855,20.44939092340279
181,433,464,897,3,20.505641573161164,1.0,0.5082777777777777,1.9943584268388364,43.22055508884855,18.726196662009713
182,432,464,896,4,19.521136709877027,1.0,0.5084444444444445,2.9788632901229732,43.22055508884855,17.741691798725576
183,433,463,896,4,19.08175451183424,1.0,0.5078888888888888,3.418245488165759,43.22055508884855,17.30230960068279
184,436,460,896,4,18.949268177190177,1.0,0.5062222222222222,3.550731822809823,43.22055508884855,17.169823266038726
185,442,456,898,2,19.015542703224444,1.0,0.5036666666666667,3.484457296775556,43.22055508884855,17.236097792072993
186,445,451,896,4,19.35629140706864,1.0,0.5012222222222222,3.143708592931361,43.22055508884855,17.576846495917188
187,446,450,896,4,19.509498493601725,1.0,0.5006666666666667,2.9905015063982745,43.22055508884855,17.730053582450275
188,446,451,897,3,19.638972270467562,1.0,0.5010555555555556,2.861027729532438,43.22055508884855,17.85952735931611
189,450,447,897,3,19.87743446893902,1.0,0.4988333333333334,2.6225655310609817,43.22055508884855,18.097989557787567
190,452,445,897,3,20.033052755101142,1.0,0.4977222222222223,2.466947244898858,43.22055508884855,18.25360784394969
191,452,445,897,3,20.28595564565299,1.0,0.4977222222222223,2.21404435434701,43.22055508884855,18.50651073450154
192,450,448,898,2,20.307350842446443,1.0,0.49922222222222223,2.192649157553557,43.22055508884855,18.527905931294992
193,449,449,898,2,20.186899184919117,1.0,0.49977777777777777,2.313100815080883,43.22055508884855,18.407454273767666
194,448,449,897,3,20.004449842283965,1.0,0.49994444444444447,2.4955501577160355,43.22055508884855,18.225004931132514
195,445,453,898,2,19.955801225080865,1.0,0.502,2.544198774919135,43.22055508884855,18.176356313929414
196,439,456,895,5,19.67741992796767,1.0,0.5041666666666667,2.8225800720323306,43.22055508884855,17.89797501681622
197,441,455,896,4,19.580805333525547,1.0,0.5034444444444445,2.9191946664744535,43.22055508884855,17.801360422374096
198,438,460,898,2,19.41851604576946,1.0,0.5058888888888889,3.0814839542305386,43.22055508884855,17.63907113461801
199,437,458,895,5,19.302352652397264,1.0,0.5052777777777778,3.197647347602736,43.22055508884855,17.522907741245813
200,438,458,896,4,19.209252206217002,1.0,0.5051111111111112,3.290747793782998,43.22055508884855,17.42980729506555
201,449,437,886,14,20.623910399855774,1.005,0.4951111111111109,1.8760896001442262,43.22055508884855,18.844465488704323
202,483,411,894,6,23.710783342016285,1.0099999999999998,0.47933333333333333,1.2107833420162848,43.40010658324608,19.689323241229793
203,499,394,893,7,26.806822084278686,1.0149999999999997,0.47005555555555556,4.306822084278686,43.66854274676131,16.861720662482625
204,511,387,898,2,28.0904069053961,1.0199999999999996,0.46533333333333327,5.590406905396101,43.98053896758015,15.890132062184051
205,506,391,897,3,28.091979094816597,1.0249999999999995,0.4677222222222222,5.5919790948165975,44.313441610876886,16.22146251606029
206,504,392,896,4,27.53409513945658,1.0299999999999994,0.4684444444444445,5.0340951394565785,44.65593240311613,17.121837263659554
207,500,399,899,1,27.26348376508446,1.0349999999999993,0.4718333333333333,4.763483765084459,45.00236062667795,17.73887686159349
208,495,403,898,2,27.030604086409962,1.0399999999999991,0.47422222222222216,4.530604086409962,45.349909219587104,18.319305133177142
209,485,413,898,2,26.858326140264573,1.044999999999999,0.47977777777777775,4.358326140264573,45.697177827736034,18.83885168747146
210,480,418,898,2,26.44429269627463,1.049999999999999,0.4825555555555555,3.94429269627463,46.04347433329602,19.59918163702139
211,475,424,899,1,26.2951320188403,1.0549999999999988,0.4857222222222222,3.795132018840299,46.38846062117213,20.09332860233183
212,467,431,898,2,26.075720415269117,1.0599999999999987,0.4897777777777777,3.5757204152691173,46.73197546441948,20.65625504915036
213,462,437,899,1,25.907579496751403,1.0649999999999986,0.4929444444444444,3.407579496751403,47.07394596909708,21.16636647234568
214,450,446,896,4,25.73612725146326,1.0699999999999985,0.49844444444444436,3.236127251463259,47.41434329878277,21.67821604731951
215,443,455,898,2,25.34524025782126,1.0749999999999984,0.5031111111111111,2.84524025782126,47.75316053887287,22.40792028105161
216,438,460,898,2,25.115074040464844,1.0799999999999983,0.5058888888888888,2.615074040464844,48.0904016307273,22.975327590262456
217,436,462,898,2,24.965173622192236,1.0849999999999982,0.5069999999999999,2.4651736221922356,48.42607584068884,23.460902218496603
218,432,466,898,2,24.881411716411762,1.089999999999998,0.5092222222222221,2.381411716411762,48.760194996495606,23.878783280083844
219,428,470,898,2,24.71597255846636,1.094999999999998,0.5114444444444444,2.2159725584663583,49.09277210734999,24.37679954888363
220,425,471,896,4,24.8316633045424,1.0999999999999979,0.5123333333333332,2.331663304542399,49.42382067576381,24.592157371221408
221,422,476,898,2,24.89627580950576,1.1049999999999978,0.5147777777777778,2.3962758095057595,49.753354355261806,24.857078545756046
222,413,484,897,3,24.87968249482823,1.1099999999999977,0.5193888888888888,2.3796824948282307,50.08138678096487,25.20170428613664
223,407,491,898,2,24.761321638919505,1.1149999999999975,0.5231111111111111,2.2613216389195046,50.40793148657942,25.646609847659917
224,401,496,897,3,24.469123030922958,1.1199999999999974,0.5260555555555555,1.9691230309229582,50.733001864549166,26.263878833626208
225,391,506,897,3,24.211505129808923,1.1249999999999973,0.531611111111111,1.7115051298089234,51.056611147750985,26.84510601794206
226,338,556,894,6,24.431239391135716,1.1299999999999972,0.5598888888888888,1.9312393911357155,51.37877240192939,26.947533010793673
227,254,640,894,6,23.462779847056726,1.1349999999999971,0.6065555555555554,0.9627798470567264,51.69949852346193,28.236718676405207
228,219,676,895,5,20.081964681244322,1.139999999999997,0.6263888888888888,2.4180353187556776,52.0188022397562,27.10076692100052
229,181,711,892,8,16.182270317573305,1.144999999999997,0.6463333333333332,6.317729682426695,52.33669611093315,23.518966428506452
230,176,722,898,2,12.192717145251299,1.1499999999999968,0.6514444444444444,10.307282854748701,52.65319253211415,19.845909677365448
231,174,721,895,5,9.243129310612275,1.1549999999999967,0.6513888888888888,13.256870689387725,52.968303735986886,17.21143304659916
232,177,716,893,7,8.055667106766348,1.1599999999999966,0.6489444444444444,14.444332893233652,53.28204179547307,16.33770890223942
233,175,716,891,9,7.732110015297128,1.1649999999999965,0.6492777777777777,14.767889984702872,53.59441862641866,16.326528641715786
234,182,708,890,10,7.9174314308003675,1.1699999999999964,0.6449999999999998,14.582568569199633,53.9054459902692,16.822877421069567
235,179,709,888,12,8.22606393871588,1.1749999999999963,0.6458888888888886,14.27393606128412,54.215135496706814,17.441199435422696
236,182,707,889,11,8.612861790026997,1.1799999999999962,0.6446111111111109,13.887138209973003,54.52349860623821,18.13636039626521
237,183,705,888,12,9.056626131276921,1.184999999999996,0.6436666666666664,13.443373868723079,54.830546632736024,18.887172764012945
238,185,702,887,13,9.535784650327109,1.189999999999996,0.6421666666666664,12.964215349672891,55.13629074592775,19.67207539625486
239,184,704,888,12,10.215334600450264,1.1949999999999958,0.643111111111111,12.284665399549736,55.44074197383148,20.65607657428174
240,182,704,886,14,10.53095944540235,1.1999999999999957,0.6434444444444443,11.96904055459765,55.74391120514519,21.27487065054754
241,181,705,886,14,10.838401019939585,1.2049999999999956,0.6439999999999998,11.661598980060415,56.045809191578996,21.88421021151858
242,175,709,884,16,10.983883690478327,1.2099999999999955,0.6465555555555553,11.516116309521673,56.34644655014791,22.33033024062624
243,176,710,886,14,11.012748330148906,1.2149999999999954,0.6467777777777776,11.487251669851094,56.64583376540945,22.658582095558355
244,179,711,890,10,11.036243689342724,1.2199999999999953,0.6466666666666664,11.463756310657276,56.94398119165954,22.980224881002265
245,179,712,891,9,11.283040283612488,1.2249999999999952,0.6470555555555553,11.216959716387512,57.2408990550798,23.523939338692287
246,181,713,894,6,11.563288010570954,1.229999999999995,0.647111111111111,10.936711989429046,57.53659745584489,24.099885466415845
247,184,711,895,5,11.981200843929127,1.234999999999995,0.6458333333333334,10.518799156070873,57.83108637018257,24.812287214111695
248,182,713,895,5,12.459109818237945,1.2399999999999949,0.6469444444444443,10.040890181762055,58.12437565239313,25.58348547063107
249,181,711,892,8,12.58946206021285,1.2449999999999948,0.6463333333333331,9.91053793978715,58.41647503683088,26.005937097043734
250,183,713,896,4,13.0274715730605,1.2499999999999947,0.6467777777777777,9.4725284269395,58.707394139839515,26.734865712900017
251,169,721,890,10,15.750767487712602,1.2549999999999946,0.6522222222222219,6.7492325122873975,58.9971424616559,29.7479099493685
252,166,725,891,9,19.304382946792067,1.2599999999999945,0.6542777777777776,3.1956170532079327,59.285729388266724,33.59011233505879
253,139,758,897,3,19.575029698192893,1.2649999999999944,0.671611111111111,2.9249703018071074,59.57316419323968,34.14819389143257
254,128,772,900,0,17.653619385445182,1.2699999999999942,0.6788888888888889,4.846380614554818,59.85945603950508,32.513075424950266
255,123,776,899,1,14.479060070670783,1.2749999999999941,0.6812777777777778,8.020939929329217,60.14461398111469,29.62367405178547
256,118,782,900,0,11.719689210930687,1.279999999999994,0.6844444444444444,10.780310789069313,60.42864696495585,27.14833617588654
257,110,790,900,0,10.155441231689334,1.284999999999994,0.6888888888888889,12.344558768310666,60.71156383243709,25.867005064126428
258,110,790,900,0,9.294630058014823,1.2899999999999938,0.6888888888888889,13.205369941985177,60.993373321141405,25.28800337915623
259,102,796,898,2,8.853661294666452,1.2949999999999937,0.6925555555555555,13.646338705333548,61.274084066443336,25.12774536110979
260,101,796,897,3,8.614515594915632,1.2999999999999936,0.6927222222222222,13.885484405084368,61.55370460310029,25.168220198015923
261,94,802,896,4,8.606894014258156,1.3049999999999935,0.6962222222222221,13.893105985741844,61.83224336680371,25.439137381061865
262,94,803,897,3,8.487222182475717,1.3099999999999934,0.6966111111111111,14.012777817524283,62.10970869571389,25.59693087818961
263,91,804,895,5,8.512183504767734,1.3149999999999933,0.6975,13.987816495232266,62.38610883195136,25.898292336719095
264,88,806,894,6,8.967365973592486,1.3199999999999932,0.6987777777777777,13.532634026407514,62.661451923069805,26.62881789666229
265,85,809,894,6,9.077522774361068,1.324999999999993,0.7004444444444444,13.422477225638932,62.93574602349701,27.01326879785808
266,79,816,895,5,9.180133995172396,1.329999999999993,0.7041666666666667,13.319866004827604,63.20899909594715,27.389133091119547
267,78,817,895,5,9.104050255650996,1.3349999999999929,0.7047222222222222,13.395949744349004,63.48121901280996,27.585269268460955
268,73,823,896,4,8.99029625647707,1.3399999999999928,0.7078888888888889,13.50970374352293,63.75241355750899,27.742709813986057
269,70,829,899,1,8.682108389720124,1.3449999999999926,0.7107222222222221,13.817891610279876,64.02259042584008,27.704698815560203
270,65,831,896,4,8.547426614365861,1.3499999999999925,0.7123333333333333,13.952573385634139,64.29175722728128,27.83918384164714
271,62,830,892,8,8.525777601870564,1.3549999999999924,0.7124444444444443,13.974222398129436,64.55992148627644,28.085699088147003
272,57,842,899,1,8.690616177465136,1.3599999999999923,0.7179444444444444,13.809383822534864,64.82709064350263,28.517706820967767
273,54,842,896,4,8.65157531173744,1.3649999999999922,0.7184444444444443,13.84842468826256,65.09327205710181,28.744847368839253
274,51,846,897,3,8.42221914727112,1.3699999999999921,0.7205,14.07778085272888,65.35847300390418,28.7806921511753
275,49,849,898,2,8.55246604016885,1.374999999999992,0.722,13.94753395983115,65.62270068061711,29.175166720785967
276,38,855,893,7,11.39094221266224,1.379999999999992,0.7261666666666666,11.10905778733776,65.8859622050003,32.276904417662536
277,28,871,899,1,14.847663249370974,1.3849999999999918,0.7340555555555556,7.652336750629026,66.14826461701199,35.995927866382964
278,25,875,900,0,15.803976861140521,1.3899999999999917,0.7361111111111112,6.696023138859479,66.40961487994527,37.213591741085786
279,24,876,900,0,14.634148836278534,1.3949999999999916,0.7366666666666667,7.865851163721466,66.67001988153051,36.30416871780904
280,22,878,900,0,11.963391916369376,1.3999999999999915,0.7377777777777778,10.536608083630624,66.92948643502898,33.89287835139835
281,22,878,900,0,9.610122033684032,1.4049999999999914,0.7377777777777778,12.889877966315968,67.18802128030252,31.798143313986554
282,21,879,900,0,8.58792248170481,1.4099999999999913,0.7383333333333333,13.91207751829519,67.4456310848605,31.033553566565303
283,19,881,900,0,7.941726432908213,1.4149999999999912,0.7394444444444445,14.558273567091787,67.70232244489709,30.644048877805304
284,16,884,900,0,7.7893224427249885,1.419999999999991,0.7411111111111112,14.710677557275012,67.95810188629962,30.747424329024604
285,12,888,900,0,7.559270491610869,1.424999999999991,0.7433333333333333,14.940729508389131,68.2129758656483,30.77224635725917
286,12,888,900,0,7.640819930910118,1.4299999999999908,0.7433333333333333,14.85918006908988,68.46695077119004,31.10777070210016
287,11,888,899,1,7.588651111385506,1.4349999999999907,0.7434999999999999,14.911348888614494,68.72003292380434,31.308684035189845
288,11,889,900,0,7.688221279454872,1.4399999999999906,0.7438888888888889,14.811778720545128,68.97222857794307,31.660449857397943
289,9,891,900,0,8.230578641367822,1.4449999999999905,0.745,14.269421358632178,69.22354392256058,32.4541225639284
290,9,891,900,0,8.416428312512867,1.4499999999999904,0.745,14.083571687487133,69.47398508202245,32.890413394535315
