initial_I,mean_peak,sd_peak,mean_peak_time,mean_final_R,refined_peak,peak_time,bias_to_ode
5,996.75,1.9128750375000738,0.041604846707196295,999.8333333333334,996.9995483247251,0.04437443857783056,-0.24954832472508315
10,997.8333333333334,1.5275252316519465,0.03782493124786102,1000.0,997.0012275893995,0.04204631249186512,0.8321057439338801
25,996.5833333333334,2.2343733444579583,0.0349015025400988,999.9166666666666,997.0063167467781,0.0389398949223482,-0.4229834134447401
