case,replicate,required,repairers,failure_time,busy_area,capacity_time,queue_area
8,38,12,3,36562.02739872854,4548.340475525507,109686.08219618563,0.0
8,39,12,3,3166.092332457438,393.252260255569,9498.276997372313,0.0
8,40,12,3,64846.06987703319,8066.191414808954,194538.20963109957,0.0
9,1,20,3,123.80730251358983,24.84291602286241,371.4219075407695,0.0
9,2,20,3,455.30110040524534,108.66756849790218,1365.903301215736,0.0
9,3,20,3,17.338278600891318,2.5108713333426045,52.01483580267396,0.0
9,4,20,3,13592.4117779034,2758.2141046626066,40777.2353337102,0.0
9,5,20,3,1868.6429986976873,365.1162370531175,5605.928996093062,0.0
9,6,20,3,17040.799588791,3408.6788853775556,51122.398766373,0.0
9,7,20,3,13792.898696009077,2918.01592866003,41378.69608802723,0.0
9,8,20,3,1353.2622327019212,233.37024238911283,4059.7866981057637,0.0
9,9,20,3,1774.1428735023171,349.6449723719574,5322.428620506951,0.0
9,10,20,3,1132.7120378978605,229.2219598279852,3398.136113693581,0.0
9,11,20,3,9882.113845990649,2128.657913120888,29646.341537971944,0.0
9,12,20,3,587.2106739924126,121.01102368285417,1761.6320219772379,0.0
9,13,20,3,301.26914065887485,56.99248403308296,903.8074219766245,0.0
9,14,20,3,4480.389307641233,842.2884517463558,13441.1679229237,0.0
9,15,20,3,10414.527978697646,2084.626327702157,31243.58393609294,0.0
9,16,20,3,718.2340943071763,168.53713041464601,2154.702282921529,0.0
9,17,20,3,584.5406902059066,128.65717582007719,1753.6220706177196,0.0
9,18,20,3,2424.938407505697,460.9489003586776,7274.815222517091,0.0
9,19,20,3,4962.818504774872,1022.315925120602,14888.455514324616,0.0
9,20,20,3,5435.767105671917,1092.881721390213,16307.301317015752,0.0
9,21,20,3,15212.909517552787,3051.8938925387756,45638.72855265836,0.0
9,22,20,3,1021.5362023622728,211.67487730817072,3064.608607086818,0.0
9,23,20,3,18209.735446008195,3539.59393439417,54629.20633802458,0.0
9,24,20,3,1266.3802761325032,207.9594104662365,3799.1408283975097,0.0
9,25,20,3,5459.07176218138,1089.243416657087,16377.21528654414,0.0
9,26,20,3,955.6452922594935,183.3611257979434,2866.9358767784806,0.0
9,27,20,3,6583.291104920556,1313.4796869976708,19749.873314761666,0.0
9,28,20,3,7587.763185973468,1515.5648107311538,22763.289557920405,0.0
9,29,20,3,1823.9855676147604,346.48241802477185,5471.956702844282,0.0
