migration_intensity,mean_peak_day,mean_peak_fraction,mean_arrival_city_2,mean_arrival_city_3
0.0,13.0,0.3333333333333333,NaN,NaN
0.1,15.333333333333334,1.0,3.6666666666666665,3.6666666666666665
0.2,16.333333333333332,1.0,1.3333333333333333,2.3333333333333335
0.3,16.333333333333332,1.0,1.0,2.0
0.4,17.0,1.0,1.6666666666666667,2.0
0.5,16.333333333333332,1.0,1.3333333333333333,1.6666666666666667
