time,Think_1,Think_2,Think_3,Hungry_1,Hungry_2,Hungry_3,Eat_1,Eat_2,Eat_3,Fork_1,Fork_2,Fork_3
0.0,1,1,1,0,0,0,0,0,0,1,1,1
0.1363975834375608,1,1,0,0,0,1,0,0,0,1,1,0
0.3573696914800859,0,1,0,1,0,1,0,0,0,0,1,0
0.4861449770305497,0,1,0,0,0,1,1,0,0,0,0,0
1.1101078971432865,1,1,0,0,0,1,0,0,0,1,1,0
1.126882908761126,1,0,0,0,1,1,0,0,0,1,0,0
1.240569995079212,0,0,0,1,1,1,0,0,0,0,0,0
