time,S,I,R
23.0,1.983793463301807e-12,100.41293406867653,899.5870659313215
23.5,-1.9243126551204736e-12,95.51573748657646,904.4842625134255
24.0,-1.5259911178417406e-12,90.85738000011642,909.1426199998851
24.5,2.9766063561276567e-12,86.42621328915259,913.5737867108445
25.0,-1.3273947595802049e-12,82.21115712882055,917.7888428711809
25.5,2.481023895761117e-12,78.20167168318156,921.7983283168161
26.0,-2.4369505498049206e-12,74.38773115018257,925.6122688498199
26.5,-3.1585480832895927e-12,70.75979869190157,929.2402013081016
27.0,-2.8202404806540727e-12,67.30880258747955,932.6911974125234
27.5,3.0175006825866995e-13,64.02611354912078,935.9738864508791
28.0,2.431695973117748e-12,60.903523144360214,939.0964768556377
28.5,-2.716245232368171e-12,57.93322327064998,942.0667767293529
29.0,1.416018455259777e-12,55.10778663124029,944.8922133687585
29.5,2.030385583959942e-12,52.42014816272978,947.5798518372684
30.0,-1.2589369692450589e-12,49.863587369040076,950.1364126309614
30.5,-2.1981346047529453e-12,47.43171151657623,952.5682884834262
31.0,-1.8679356448719283e-12,45.118439648981315,954.8815603510208
31.5,1.342411671216986e-15,42.91798738168052,957.0820126183196
32.0,3.0099615348950797e-12,40.824852437864465,959.1751475621327
32.5,-6.435880394270101e-13,38.8338008897941,961.1661991102067
33.0,-1.4414270227287952e-12,36.93985407141583,963.0601459285857
33.5,1.7436115363730694e-12,35.138276129687306,964.861723870311
34.0,-1.3471645952744855e-12,33.42456218051149,966.5754378194899
34.5,-4.854618114760412e-13,31.79442704738739,968.2055729526131
35.0,2.3555442015782383e-12,30.243794542632394,969.7562054573654
35.5,-9.102227433298515e-13,28.768787277076097,971.2312127229249
36.0,-1.9335192825126292e-12,27.36571696510925,972.6342830348927
36.5,-1.1040849310228788e-12,26.031075200023977,973.9689247999772
37.0,-1.3954575620445667e-13,24.761524681857875,975.2384753181424
37.5,3.0545154548366945e-13,23.553890872986425,976.4461091270134
38.0,2.8916291112210513e-13,22.405154059903587,977.5948459400962
38.5,6.580176683175948e-14,21.312441802221386,978.6875581977786
39.0,-1.0996953943685658e-13,20.273021750065165,979.726978249935
39.5,-1.2405141842922669e-13,19.28429481185059,980.7157051881496
40.0,-5.3117020029853525e-14,18.34378865529673,981.6562113447034
40.5,-3.099651016105289e-15,17.449151525338287,982.5508484746617
41.0,7.856215865564597e-15,16.59814636343135,983.4018536365687
41.5,4.59642450208824e-15,15.788645213537787,984.2113547864623
42.0,1.5183249073072678e-15,15.018623900829239,984.9813760991708
42.5,3.4408875337269307e-16,14.28615697021065,985.7138430297894
43.0,5.44130526116973e-17,13.589412873234872,986.4105871267652
43.5,9.650243297458977e-18,12.926649386449926,987.0733506135501
44.0,2.081630718778119e-18,12.296209256033636,987.7037907439665
44.5,4.699539605810946e-19,11.696516053717668,988.3034839462824
45.0,1.0465536203863321e-19,11.126070234515229,988.8739297654848
45.5,2.3266188556488297e-20,10.583445386718882,989.4165546132812
46.0,5.287604420039181e-21,10.0672846648494,989.9327153351506
46.5,1.2315356111744313e-21,9.57629739817359,990.4237026018266
47.0,3.0772965099567883e-22,9.109255862788348,990.8907441372118
47.5,8.28494230506504e-23,8.664992211573177,991.335007788427
48.0,2.3766737701979185e-23,8.24239555435751,991.7576044456426
48.5,7.214741961736988e-24,7.84040917971029,992.15959082029
49.0,2.3103860165313126e-24,7.4580279122998006,992.5419720877004
49.5,7.791349920679039e-25,7.094295599225928,992.9057044007743
50.0,2.761573586532626e-25,6.748302720193285,993.2516972798069
50.5,1.0295035801045746e-25,6.41918411278087,993.5808158872193
51.0,4.0293075390934254e-26,6.1061168090555675,993.8938831909446
51.5,1.6510660753590905e-26,5.80831797796823,994.191682022032
52.0,7.065203688916644e-27,5.525042967555708,994.4749570324444
52.5,3.1501700375617526e-27,5.255583442697594,994.7444165573025
53.0,1.4605183013472673e-27,4.999265613794248,995.000734386206
53.5,7.0284595998078645e-28,4.755448552804116,995.244551447196
54.0,3.505073702988889e-28,4.523522590026685,995.4764774099734
54.5,1.8083680336017764e-28,4.302907789799998,995.6970922102001
55.0,9.636208767646546e-29,4.093052500418611,995.9069474995814
55.5,5.294938825437278e-29,3.893431974497906,996.1065680255022
56.0,2.9956430460892296e-29,3.703547056677569,996.2964529433226
56.5,1.742480575687775e-29,3.522922935438046,996.4770770645621
57.0,1.0406753446957124e-29,3.351107956475986,996.6488920435241
57.5,6.37348704662651e-30,3.1876724927873443,996.8123275072129
58.0,3.997833439085322e-30,3.0322078706473077,996.9677921293528
58.5,2.5653889542525288e-30,2.884325347673711,997.1156746523264
59.0,1.682209829725547e-30,2.7436551406187797,997.2563448593813
59.5,1.12601738747544e-30,2.6098455006137984,997.3901544993863
60.0,7.6861776177136775e-31,2.482561833641661,997.5174381663585
60.5,5.345188498556047e-31,2.361485864319073,997.638514135681
61.0,3.7836257376165607e-31,2.2463148396039063,997.7536851603962
61.5,2.723776560142472e-31,2.1367607720087585,997.8632392279914
62.0,1.9924922697774643e-31,2.0325497194074864,997.9674502805927
62.5,1.4799400794021908e-31,1.9334210999354593,998.0665789000648
63.0,1.1152968647019137e-31,1.8391270403287985,998.1608729596715
63.5,8.52173798997371e-32,1.7494317561871506,998.2505682438131
64.0,6.597284877971766e-32,1.6641109626426518,998.3358890373576
64.5,5.17158336467278e-32,1.5829513132343216,998.4170486867658
65.0,4.102408182306806e-32,1.505749866621851,998.4942501333784
65.5,3.291242730686798e-32,1.4323135790500983,998.5676864209502
66.0,2.668992839714415e-32,1.3624588215702207,998.63754117843
66.5,2.1866216204911725e-32,1.2960109208244261,998.7039890791758
67.0,1.8089313238513403e-32,1.232803722381343,998.767196277619
67.5,1.5103820764530336e-32,1.172679175355115,998.8273208246451
68.0,1.2722485240974744e-32,1.1154869370443676,998.8845130629559
68.5,1.0806653229486436e-32,1.0610839971110677,998.9389160028891
69.0,9.252677157221461e-33,1.009334319917381,998.9906656800829
69.5,7.982371509907628e-33,0.9601085043190895,999.0398914956811
70.0,6.936244317482528e-33,0.9132834600644585,999.0867165399358
70.5,6.0686515212983354e-33,0.8687421001368241,999.1312578998634
71.0,5.344293062199168e-33,0.8263730479393996,999.1736269520608
71.5,4.73566031176133e-33,0.7860703587734021,999.2139296412269
72.0,4.2211593861814265e-33,0.7477332549611869,999.252266745039
72.5,3.783720106718759e-33,0.7112658738054465,999.2887341261949
73.0,3.409757462998822e-33,0.6765770278510121,999.3234229721493
73.5,3.0883903163906827e-33,0.6435799768552144,999.356420023145
74.0,2.8108494634681577e-33,0.6121922110123692,999.3878077889879
74.5,2.5700255395049024e-33,0.5823352445495533,999.4176647554507
75.0,2.3601220848511966e-33,0.5539344195087972,999.4460655804914
75.5,2.1763871649824783e-33,0.5269187190630568,999.4730812809372
76.0,2.014904605770138e-33,0.5012205899071573,999.4987794100931
76.5,1.872430668414792e-33,0.4767757733180479,999.5232242266821
77.0,1.7462655327156874e-33,0.4535231444797887,999.5464768555205
77.5,1.6341516087003883e-33,0.431404559723862,999.5685954402763
78.0,1.5341925672629265e-33,0.4103647110573724,999.5896352889429
78.5,1.4447886586103877e-33,0.3903509879129341,999.6096490120874
79.0,1.3645846881346685e-33,0.37131334557882323,999.6286866544215
79.5,1.2924280122785807e-33,0.35320418004073195,999.6467958199595
80.0,1.2273344676210792e-33,0.3359782089325528,999.6640217910676
80.5,1.1684606139350085e-33,0.3195923583328582,999.6804076416673
81.0,1.1150810121941098e-33,0.3040056550896469,999.6959943449106
81.5,1.0665695449302345e-33,0.2891791243214899,999.7108208756787
82.0,1.0223840119646109e-33,0.2750756919922436,999.724924308008
82.5,9.820533609653197e-34,0.26166009218865693,999.7383399078116
83.0,9.451670714186153e-34,0.24889877892333373,999.7511012210769
83.5,9.113662959261391e-34,0.23675984224402058,999.7632401577562
84.0,8.803364438745178e-34,0.22521292848606353,999.7747870715141
84.5,8.518009429838097e-34,0.21422916434838246,999.7857708356519
85.0,8.25515983131326e-34,0.20378108470257683,999.7962189152977
85.5,8.012660682961734e-34,0.1938425639190567,999.8061574360812
86.0,7.7886024132982e-34,0.1843887505264008,999.8156112494738
86.5,7.581288712309096e-34,0.1753960050602575,999.8246039949399
87.0,7.389209112526963e-34,0.1668418409568105,999.8331581590435
87.5,7.211015520831315e-34,0.15870486835608527,999.8412951316442
88.0,7.045502054921859e-34,0.15096474058462597,999.8490352594157
88.5,6.891587705271937e-34,0.14360210329819914,999.8563978967021
89.0,6.74830136033906e-34,0.13659854607695465,999.8634014539234
89.5,6.614768852097357e-34,0.12993655638086707,999.8700634436194
90.0,6.4902017219940015e-34,0.12359947575345664,999.8764005242468
90.5,6.373887459423477e-34,0.11757145819138633,999.882428541809
91.0,6.265180987424954e-34,0.11183743050975793,999.8881625694905
91.5,6.163497231802412e-34,0.10638305465478519,999.8936169453455
92.0,6.068304614537824e-34,0.10119469185281678,999.8988053081474
92.5,5.97911934475916e-34,0.09625936849809291,999.9037406315022
93.0,5.895500401067626e-34,0.09156474370576412,999.9084352562945
93.5,5.817045113651018e-34,0.08709907846134728,999.912900921539
94.0,5.743385264676317e-34,0.08285120627809149,999.9171487937222
94.5,5.674183638334486e-34,0.07881050526217559,999.9211894947381
95.0,5.609130966386894e-34,0.07496687156168166,999.9250331284385
95.5,5.547943215035879e-34,0.07131069409448548,999.9286893059057
96.0,5.490359172810553e-34,0.06783283050974198,999.9321671694904
96.5,5.436138302708975e-34,0.06452458432951434,999.9354754156707
97.0,5.385058826252709e-34,0.06137768321736592,999.9386223167828
97.5,5.336916009362943e-34,0.058384258280289154,999.9416157417199
98.0,5.291520629378097e-34,0.055536824400957446,999.9444631755994
98.5,5.248697599159994e-34,0.052828261515211035,999.9471717384852
99.0,5.208284731534153e-34,0.05025179680280355,999.9497482031976
99.5,5.170131628390815e-34,0.04780098775396014,999.9521990122464
100.0,5.134098680145086e-34,0.045469706071152964,999.9545302939292
