t,S,I,R,N,Re
30.2,244.49448747647398,56.2494222010238,699.2560903225027,1000.0000000000005,0.48898897495294774
30.3,243.81218520055808,55.534441288548486,700.653373510894,1000.0000000000005,0.48762437040111595
30.4,243.14043490680584,54.82669247018657,702.0328726230081,1000.0000000000005,0.48628086981361146
30.5,242.47907222010969,54.12615952165066,703.3947682582402,1000.0000000000006,0.4849581444402191
30.6,241.82793525396883,53.43282414805619,704.7392405979755,1000.0000000000005,0.48365587050793746
30.7,241.18686453801854,52.74666615456541,706.0664693074166,1000.0000000000005,0.4823737290760369
30.8,240.5557030151526,52.0676634541239,707.376633530724,1000.0000000000005,0.481111406030305
30.9,239.9342960366241,51.395792080079055,708.6699118832973,1000.0000000000005,0.47986859207324795
31.0,239.32249130256494,50.73102636251561,709.94648233492,1000.0000000000006,0.4786449826051296
31.1,238.72013886040673,50.0733389437023,711.2065221958915,1000.0000000000005,0.47744027772081327
31.2,238.12709102866432,49.422700920270394,712.4502080510658,1000.0000000000006,0.4762541820573284
31.3,237.54320238006713,48.77908188078937,713.677715739144,1000.0000000000005,0.47508640476013403
31.4,236.96832974123546,48.142449906476905,714.8892203522881,1000.0000000000005,0.4739366594824707
31.5,236.4023321471136,47.512771684710025,716.0848961681768,1000.0000000000005,0.472804664294227
31.6,235.84507082336484,46.89001257581396,717.2649166008216,1000.0000000000005,0.47169014164672945
31.7,235.29640913015868,46.27413669502148,718.4294541748203,1000.0000000000005,0.4705928182603171
31.8,234.7562125276612,45.66510697818179,719.5786804941575,1000.0000000000005,0.4695124250553222
31.9,234.22434857603523,45.062885181760755,720.7127662422045,1000.0000000000005,0.4684486971520702
32.0,233.70068690524647,44.467431949069926,721.8318811456841,1000.0000000000005,0.46740137381049274
32.1,233.18509918030534,43.87870690727636,722.9361939124188,1000.0000000000006,0.46637019836061044
32.2,232.67745906554515,43.29666870653916,724.0258722279162,1000.0000000000006,0.46535491813109003
32.3,232.1776421784438,42.72127509662555,725.1010827249312,1000.0000000000005,0.4643552843568874
32.4,231.68552608948602,42.15248292717361,726.1619909833408,1000.0000000000005,0.46337105217897184
32.5,231.20099029845906,41.59024819438739,727.2087615071541,1000.0000000000006,0.46240198059691784
32.6,230.72391619632617,41.03452613359785,728.2415576700765,1000.0000000000006,0.4614478323926521
32.7,230.25418703551833,40.48527124724778,729.2605417172344,1000.0000000000006,0.4605083740710364
32.8,229.79168788342372,39.94243737286976,730.2658747437071,1000.0000000000006,0.45958337576684716
32.9,229.33630562192786,39.405977683863945,731.2577166942087,1000.0000000000006,0.45867261124385544
33.0,228.88792892384444,38.87584473180705,732.236226344349,1000.0000000000005,0.45777585784768865
33.1,228.44644821909782,38.35199052170631,733.2015612591964,1000.0000000000006,0.45689289643819536
33.2,228.01175566250654,37.83436654057651,734.1538777969174,1000.0000000000005,0.4560235113250129
33.3,227.5837450940642,37.32292380953356,735.0933310964027,1000.0000000000005,0.4551674901881282
33.4,227.16231203869825,36.81761288415886,736.0200750771434,1000.0000000000005,0.45432462407739627
33.5,226.74735367766007,36.318383901892894,736.9342624204476,1000.0000000000005,0.45349470735531994
33.6,226.33876882499231,35.82518663229191,737.8360445427163,1000.0000000000005,0.4526775376499844
33.7,225.93645788634208,35.33797051336593,738.7255716002925,1000.0000000000005,0.45187291577268396
33.8,225.54032283182627,34.8566846838627,739.6029924843116,1000.0000000000006,0.4510806456636523
33.9,225.1502671946821,34.38127798506865,740.4684548202498,1000.0000000000006,0.45030053438936396
34.0,224.76619603727664,33.91169901431349,741.3221049484105,1000.0000000000007,0.449532392074553
34.1,224.38801593571975,33.44789615288278,742.164087911398,1000.0000000000006,0.4487760318714392
34.2,224.01563493246545,32.98981760669875,742.9945474608363,1000.0000000000005,0.4480312698649307
34.3,223.64896252269577,32.53741142116808,743.8136260561367,1000.0000000000006,0.4472979250453913
34.4,223.28790964862833,32.09062548845721,744.621464862915,1000.0000000000006,0.4465758192972564
34.5,222.93238866488474,31.649407600701238,745.4182037344145,1000.0000000000005,0.44586477732976926
34.6,222.58231332228291,31.213705465287667,746.20398121243,1000.0000000000006,0.4451646266445656
34.7,222.2375987250971,30.783466740057307,746.9789345348462,1000.0000000000006,0.4444751974501939
34.8,221.898161326931,30.358639037527592,747.7431996355419,1000.0000000000005,0.44379632265386176
34.9,221.56391891533113,29.939169943765254,748.4969111409042,1000.0000000000006,0.443127837830662
35.0,221.2347905856067,29.52500705818049,749.2402023562133,1000.0000000000005,0.4424695811712132
35.1,220.91069671370587,29.1160980084468,749.9732052778479,1000.0000000000006,0.4418213934274115
35.2,220.59155892948098,28.712390471891403,750.6960505986282,1000.0000000000006,0.4411831178589617
35.3,220.27730011486275,28.3138321773022,751.4088677078356,1000.0000000000006,0.44055460022972526
35.4,219.9678443772275,27.92037093723353,752.1117846855396,1000.0000000000007,0.4399356887544547
35.5,219.66311703481014,27.531954664826234,752.8049283003643,1000.0000000000007,0.43932623406961996
35.6,219.36304457908963,27.148531395175432,753.4884240257355,1000.0000000000006,0.438726089158179
35.7,219.06755466705195,26.770049291176065,754.1623960417726,1000.0000000000006,0.43813510933410366
35.8,218.7765761112942,26.39645665326212,754.8269672354444,1000.0000000000007,0.43755315222258806
35.9,218.49003885552432,26.027701949548575,755.4822591949278,1000.0000000000007,0.43698007771104835
36.0,218.2078739532565,25.663733824491754,756.1283922222524,1000.0000000000007,0.4364157479065127
36.1,217.9300135424552,25.304501113472913,756.7654853440725,1000.0000000000007,0.4358600270849101
36.2,217.65639084354083,24.949952844347216,757.3936563121126,1000.0000000000007,0.4353127816870814
36.3,217.3869401371696,24.60003825958322,758.0130216032478,1000.0000000000007,0.4347738802743389
36.4,217.1215967504639,24.25470682828731,758.6236964212494,1000.0000000000007,0.4342431935009275
36.5,216.8602970252047,23.913908258607595,759.2257947161884,1000.0000000000007,0.4337205940504091
36.6,216.6029783119052,23.57759250104338,759.819429187052,1000.0000000000006,0.4332059566238101
36.7,216.34957895875777,23.245709757262247,760.4047112839806,1000.0000000000007,0.43269915791751523
36.8,216.1000382928562,22.918210499320722,760.9817512078237,1000.0000000000006,0.43220007658571213
36.9,215.85429659781258,22.595045475067806,761.5506579271203,1000.0000000000007,0.4317085931956249
37.0,215.61229509647535,22.276165715259964,762.1115391882653,1000.0000000000006,0.43122459019295045
37.1,215.37397594760046,21.96152253568168,762.6645015167186,1000.0000000000007,0.4307479518952006
37.2,215.1392822258325,21.651067554074338,763.2096502200939,1000.0000000000007,0.4302785644516647
37.3,214.90815790765737,21.34475269551532,763.747089396828,1000.0000000000007,0.42981631581531443
37.4,214.68054784656417,21.042530198814934,764.2769219546216,1000.0000000000007,0.429361095693128
37.5,214.456397770492,20.744352617600494,764.7992496119082,1000.0000000000007,0.4289127955409837
37.6,214.23565426666775,20.450172830418705,765.3141729029142,1000.0000000000006,0.42847130853333526
37.7,214.0182647694338,20.15994404941088,765.821791181156,1000.0000000000007,0.42803652953886734
37.8,213.80417753537378,19.873619823555376,766.3222026410715,1000.0000000000007,0.4276083550707473
37.9,213.59334163656976,19.591154040519346,766.8155043229116,1000.0000000000007,0.42718668327313924
38.0,213.38570695248697,19.312500930874823,767.3017921166388,1000.0000000000006,0.4267714139049737
38.1,213.18122415481471,19.0376150788517,767.7811607663342,1000.0000000000007,0.42636244830962916
38.2,212.97984468930514,18.766451422877513,768.2537038878179,1000.0000000000006,0.42595968937861006
38.3,212.78152076225962,18.498965257757156,768.7195139799838,1000.0000000000007,0.42556304152451896
38.4,212.58620533703547,18.235112236043946,769.1786824269211,1000.0000000000005,0.42517241067407074
38.5,212.39385211843077,17.974848377115116,769.6312995044547,1000.0000000000006,0.4247877042368613
38.6,212.2044155397233,17.718130068105076,770.0774543921722,1000.0000000000006,0.4244088310794464
38.7,212.01785074472104,17.464914064667607,770.5172351906119,1000.0000000000006,0.42403570148944186
38.8,211.8341135856022,17.215157491474308,770.950728922924,1000.0000000000005,0.4236682271712042
38.9,211.65316060949257,16.968817848235833,771.3780215422721,1000.0000000000005,0.423306321218985
39.0,211.47494904800055,16.725853012108896,771.7991979398911,1000.0000000000006,0.42294989809600086
39.1,211.29943679787823,16.48622123651197,772.2143419656104,1000.0000000000006,0.4225988735957562
39.2,211.12658241803024,16.249881151348674,772.6235364306216,1000.0000000000005,0.4222531648360603
39.3,210.95634511916003,16.0167917663065,773.0268631145341,1000.0000000000007,0.4219126902383198
39.4,210.78868475411042,15.786912474325943,773.4244027715642,1000.0000000000006,0.4215773695082206
39.5,210.6235617995544,15.560203048894738,773.8162351515514,1000.0000000000006,0.4212471235991086
39.6,210.46093735084213,15.336623643888649,774.2024390052698,1000.0000000000006,0.420921874701684
39.7,210.30077311521694,15.116134795095881,774.5830920896877,1000.0000000000006,0.42060154623043366
39.8,210.1430314007206,14.898697423628162,774.9582711756518,1000.0000000000006,0.42028606280144093
39.9,209.9876751016238,14.684272832584846,775.3280520657919,1000.0000000000006,0.4199753502032474
40.0,209.83466769108279,14.47282270629261,775.6925096026251,1000.0000000000006,0.41966933538216533
