time,S,I,R
86.8,7.46430252648264e-34,0.1702122697057156,999.8297877302945
87.0,7.389209112526963e-34,0.1668418409568105,999.8331581590435
87.2,7.316335866370364e-34,0.16353815114139325,999.8364618488589
87.4,7.245603139830365e-34,0.1602998787911263,999.8397001212091
87.6,7.176934705079561e-34,0.15712572853113593,999.8428742714691
87.8,7.110257618840849e-34,0.1540144306325149,999.8459855693678
88.0,7.045502054921859e-34,0.15096474058462597,999.8490352594157
88.2,6.9826011176521774e-34,0.1479754384443142,999.8520245615559
88.4,6.921490730479097e-34,0.14504532842961887,999.8549546715707
88.6,6.862109491981771e-34,0.14217323850551872,999.8578267614948
88.8,6.804398520144179e-34,0.13935801976854967,999.8606419802318
89.0,6.74830136033906e-34,0.13659854607695465,999.8634014539234
89.2,6.693763861493256e-34,0.13389371365036778,999.8661062863499
89.4,6.640734045613471e-34,0.1312424404886903,999.8687575595117
89.6,6.589162031272012e-34,0.12864366603440627,999.8713563339659
89.8,6.538999927092167e-34,0.12609635078674694,999.8739036492135
90.0,6.4902017219940015e-34,0.12359947575345664,999.8764005242468
90.2,6.442723221158159e-34,0.12115204214149444,999.8788479578589
90.4,6.396521954408167e-34,0.11875307098619758,999.8812469290141
90.6,6.3515570834957676e-34,0.11640160263441003,999.8835983973659
90.8,6.307789348180434e-34,0.11409669646025802,999.8859033035401
91.0,6.265180987424954e-34,0.11183743050975793,999.8881625694905
91.2,6.223695660731716e-34,0.10962290101368286,999.8903770989866
91.4,6.183298402483177e-34,0.10745222212553698,999.8925477778747
91.6,6.143955554153149e-34,0.10532452558193858,999.8946754744184
91.8,6.105634697266212e-34,0.10323896024355468,999.8967610397567
92.0,6.068304614537824e-34,0.10119469185281678,999.8988053081474
92.2,6.031935231541102e-34,0.09919090271023182,999.90080909729
92.4,5.996497559313107e-34,0.09722679124169108,999.9027732087585
92.6,5.96196366118035e-34,0.09530157177415764,999.9046984282261
92.8,5.9283066024319255e-34,0.09341447422720518,999.906585525773
93.0,5.895500401067626e-34,0.09156474370576412,999.9084352562945
93.2,5.86351999935922e-34,0.08975164029193154,999.9102483597084
93.4,5.832341220308692e-34,0.0879744387510404,999.9120255612493
93.6,5.801940725300682e-34,0.08623242814892798,999.9137675718513
93.8,5.772295989617104e-34,0.08452491165814867,999.9154750883421
94.0,5.743385264676317e-34,0.08285120627809149,999.9171487937222
94.2,5.715187541533598e-34,0.08121064247560641,999.9187893575246
94.4,5.687682529720514e-34,0.07960256400417605,999.920397435996
94.6,5.660850624428582e-34,0.07802632763771064,999.9219736723625
94.8,5.634672874960934e-34,0.07648130283321049,999.923518697167
95.0,5.609130966386894e-34,0.07496687156168166,999.9250331284385
95.2,5.584207190968953e-34,0.07348242805530708,999.9265175719449
95.4,5.559884420807183e-34,0.07202737849073665,999.9279726215094
95.6,5.536146091892074e-34,0.07060114083072075,999.9293988591695
95.8,5.51297617918395e-34,0.0692031445843914,999.9307968554158
96.0,5.490359172810553e-34,0.06783283050974198,999.9321671694904
96.2,5.46828006417379e-34,0.06648965046510537,999.933510349535
96.4,5.446724324181471e-34,0.0651730671822937,999.9348269328178
96.6,5.425677882459828e-34,0.06388255398684185,999.9361174460133
96.8,5.40512711522709e-34,0.06261759465857708,999.9373824053416
97.0,5.385058826252709e-34,0.06137768321736592,999.9386223167828
97.2,5.36546022863258e-34,0.06016232365974332,999.9398376763405
97.4,5.346318934187851e-34,0.0589710298279113,999.9410289701723
97.6,5.327622936789658e-34,0.05780332520783171,999.9421966747924
97.8,5.309360596317476e-34,0.056658742680936416,999.9433412573194
98.0,5.291520629378097e-34,0.055536824400957446,999.9444631755994
98.2,5.274092094686478e-34,0.054437121604089825,999.9455628783962
98.4,5.2570643788891225e-34,0.05335919437457234,999.9466408056257
98.6,5.240427188427561e-34,0.052302611528794604,999.9476973884715
98.8,5.224170536710116e-34,0.05126695043723285,999.9487330495631
99.0,5.208284731534153e-34,0.05025179680280355,999.9497482031976
99.2,5.192760367942338e-34,0.04925674455171801,999.9507432554486
99.4,5.177588316957215e-34,0.048281395666865526,999.9517186043336
99.6,5.162759714387223e-34,0.04732535997813064,999.9526746400222
99.8,5.148265954696598e-34,0.04638825506387039,999.9536117449366
100.0,5.134098680145086e-34,0.045469706071152964,999.9545302939292
