t,mean_I,sd_I
54.25,2.0,2.2242680641174144
54.5,2.05,2.327750212679956
54.75,1.8,2.1908902300206643
55.0,1.75,2.0742785683093214
55.25,1.7,2.079979756986515
55.5,1.65,1.8431951662948314
55.75,1.6,1.8180382718454353
56.0,1.55,1.9324105480761047
56.25,1.7,2.178845662513211
56.5,1.65,2.2070461326349626
56.75,1.65,2.1095023109728985
57.0,1.55,2.0894471693929506
57.25,1.6,2.280350850198276
57.5,1.45,2.08944716939295
57.75,1.25,1.8027756377319946
58.0,1.1,1.5525869752736796
58.25,1.15,1.6944180805158289
58.5,1.05,1.6050905860647504
58.75,1.05,1.6050905860647504
59.0,1.1,1.7740824166460338
59.25,1.1,1.7740824166460338
59.5,1.05,1.7614288458371992
59.75,0.95,1.6050905860647509
60.0,1.0,1.7167901505579042
60.25,0.95,1.5719582155957417
60.5,0.9,1.5183093090324964
60.75,0.9,1.5183093090324966
61.0,0.75,1.5517392618742702
61.25,0.85,1.8431951662948314
61.5,0.8,1.9894458366193604
61.75,0.75,1.8317377426626162
62.0,0.65,1.531253356602121
62.25,0.55,1.2763022245616638
62.5,0.6,1.3533583957579087
62.75,0.6,1.3533583957579087
63.0,0.4,0.9947229183096801
63.25,0.35,0.8750939799154207
63.5,0.3,0.9787209698591858
63.75,0.3,0.9787209698591858
64.0,0.3,0.9787209698591858
64.25,0.3,0.9787209698591858
64.5,0.3,0.9787209698591858
64.75,0.3,0.9787209698591858
65.0,0.25,0.7863975156570492
65.25,0.25,0.7863975156570492
65.5,0.3,0.9787209698591858
65.75,0.3,0.9787209698591858
66.0,0.35,1.182103388478618
66.25,0.35,1.182103388478618
66.5,0.35,1.182103388478618
66.75,0.3,0.9787209698591858
67.0,0.3,0.9787209698591858
67.25,0.25,0.7863975156570492
67.5,0.25,0.7863975156570492
67.75,0.25,0.7863975156570492
68.0,0.25,0.7863975156570492
68.25,0.25,0.7863975156570492
68.5,0.25,0.7863975156570492
68.75,0.25,0.7863975156570492
69.0,0.25,0.7863975156570492
69.25,0.2,0.6155870112510925
69.5,0.15,0.4893604849295929
69.75,0.2,0.6155870112510925
70.0,0.2,0.6155870112510925
70.25,0.2,0.6155870112510925
70.5,0.15,0.4893604849295929
70.75,0.15,0.4893604849295929
71.0,0.15,0.4893604849295929
71.25,0.15,0.4893604849295929
71.5,0.15,0.4893604849295929
71.75,0.15,0.4893604849295929
72.0,0.15,0.4893604849295929
72.25,0.1,0.30779350562554625
72.5,0.1,0.30779350562554625
72.75,0.05,0.22360679774997883
73.0,0.05,0.22360679774997883
73.25,0.05,0.22360679774997883
73.5,0.05,0.22360679774997883
73.75,0.05,0.22360679774997883
74.0,0.1,0.44721359549995765
74.25,0.1,0.44721359549995765
74.5,0.1,0.44721359549995765
74.75,0.15,0.6708203932499376
75.0,0.15,0.6708203932499376
75.25,0.15,0.6708203932499376
75.5,0.15,0.6708203932499376
75.75,0.15,0.6708203932499376
76.0,0.15,0.6708203932499376
76.25,0.15,0.6708203932499376
76.5,0.15,0.6708203932499376
76.75,0.15,0.6708203932499376
77.0,0.15,0.6708203932499376
77.25,0.15,0.6708203932499376
77.5,0.1,0.44721359549995765
77.75,0.1,0.44721359549995765
78.0,0.1,0.44721359549995765
78.25,0.05,0.22360679774997883
78.5,0.05,0.22360679774997883
78.75,0.05,0.22360679774997883
79.0,0.1,0.44721359549995765
79.25,0.1,0.44721359549995765
79.5,0.1,0.44721359549995765
79.75,0.1,0.44721359549995765
80.0,0.1,0.44721359549995765
