t,mean_I,sd_I
0.0,10.0,0.0
0.25,9.8,0.9514531821875086
0.5,10.05,1.7006190823220506
0.75,9.75,1.7434086394791457
1.0,10.2,1.7044832524535805
1.25,10.4,2.1618705350983247
1.5,10.55,2.7810448623342605
1.75,9.9,2.9361629095775577
2.0,10.2,3.3182113127089234
2.25,10.35,3.910512148447808
2.5,10.75,3.850837229541266
2.75,10.7,3.9216001030728584
3.0,10.4,4.083342284272323
3.25,10.6,4.24759994151496
3.5,11.15,5.050013027601747
3.75,11.2,5.454114815536306
4.0,11.85,5.993636976871915
4.25,11.8,6.354443120244373
4.5,11.7,5.867842784820366
4.75,11.7,5.768334613259387
5.0,11.75,6.298496061091008
5.25,11.75,6.273377332657006
5.5,11.75,6.356720438783045
5.75,12.1,6.488045687424315
6.0,12.4,6.620542194365082
6.25,11.9,6.155015071168858
6.5,11.65,5.869412236331675
6.75,11.85,5.8783724922715415
7.0,12.35,6.166761497611291
7.25,12.15,5.94956875925076
7.5,12.1,6.298704962968682
7.75,12.0,6.609403189873938
8.0,12.3,6.821791707847957
8.25,13.0,7.574194416083573
8.5,12.9,7.319045091583435
8.75,13.0,8.111071056538126
9.0,13.35,8.13876364592378
9.25,13.75,8.194189212002934
9.5,14.2,8.769564593404553
9.75,14.1,8.902394710354477
10.0,14.5,9.349922600298836
10.25,14.55,9.394707356580591
10.5,14.55,9.71962204160115
10.75,14.9,10.187195265058044
11.0,15.45,10.303167627380171
11.25,15.15,9.884996605701836
11.5,14.9,9.678516632755574
11.75,14.9,9.683953085823012
12.0,14.9,10.10940156488009
12.25,14.65,10.23551608243005
12.5,14.75,10.269397563430362
12.75,14.75,10.784369781259699
13.0,15.55,11.691089724545288
13.25,15.55,11.891947740073178
13.5,16.3,12.337789616928104
13.75,16.15,12.666885963013955
14.0,15.7,12.612024337699989
14.25,16.05,13.284240762331091
14.5,16.1,13.699404520289423
14.75,16.05,13.476978421308726
15.0,16.05,13.402572416085691
15.25,16.05,13.496490771970866
15.5,16.35,13.697003129766822
15.75,16.7,14.007892512136824
16.0,16.95,14.369100620135518
16.25,16.75,14.20479904079863
16.5,17.1,15.433729296576379
16.75,18.25,16.042296068764433
17.0,18.3,16.14441405759769
17.25,18.3,16.17047341688906
17.5,17.95,16.32716496485148
17.75,17.65,16.336188436461516
18.0,17.95,16.548095772148848
18.25,18.1,17.259322423731348
18.5,18.25,18.034688796871432
18.75,18.65,18.902171972108334
19.0,18.3,17.903542724982202
19.25,18.4,17.475998578501585
19.5,18.25,16.904919869359738
19.75,18.2,16.548493332595182
20.0,18.05,16.13585416002773
20.25,17.9,16.120924617599197
20.5,17.85,16.17104299601443
20.75,18.05,16.32716496485148
21.0,17.7,15.403690603570505
21.25,17.9,15.596558324801896
21.5,18.0,15.67767437103509
21.75,18.3,16.206236616289356
22.0,18.1,15.930440903139532
22.25,18.8,17.288876862245697
22.5,18.7,17.42079821725502
22.75,18.75,17.474417391086167
23.0,19.0,17.97366494566279
23.25,19.1,17.770170155865728
23.5,19.4,18.05080549303461
23.75,19.5,18.599660438326627
24.0,18.75,17.304927804408475
24.25,19.05,18.106337942394937
24.5,19.55,19.03590789727888
24.75,19.15,18.641422466618458
25.0,19.2,18.866846443877208
25.25,19.65,19.585910618014218
25.5,19.8,19.608268932425315
25.75,19.1,18.78381161924726
26.0,19.5,19.329551959302325
26.25,19.45,19.57031855696408
26.5,19.65,19.521310892134483
26.75,19.9,19.865071171067548
27.0,19.75,19.788021363281477
27.25,19.8,19.217864496074313
27.5,19.65,19.47272045979357
27.75,20.0,19.660272525819007
28.0,20.3,20.24871665848948
28.25,19.9,19.90741728999256
28.5,19.8,19.811214261784052
28.75,19.7,19.681944704942676
29.0,19.15,19.610080651488783
29.25,18.55,18.83578620884361
29.5,19.1,18.951183826374876
29.75,19.1,19.635896237570407
30.0,18.8,19.343433538351757
30.25,18.65,19.03811965504997
30.5,18.1,18.730498630505497
30.75,18.35,19.32076875445586
31.0,17.85,18.57637152264587
31.25,17.6,17.646827655864648
31.5,17.3,17.035875458325556
31.75,17.45,17.593285202330073
32.0,17.6,17.135374306725225
32.25,17.65,16.63944267791379
32.5,17.75,16.399213716709585
32.75,18.15,16.490108677947706
33.0,18.0,16.447684207494795
33.25,17.45,15.9191212399627
33.5,16.9,15.351667147594306
33.75,16.55,15.298692754611421
34.0,16.5,15.087464298130698
34.25,16.9,14.902843246914504
34.5,16.5,14.702309163421985
34.75,16.65,14.872351599705514
35.0,17.0,15.566495735189863
35.25,16.65,15.11804429011553
35.5,16.45,15.456134874643075
35.75,16.6,15.615107394679308
36.0,16.45,15.167399249706587
36.25,16.15,14.95352449213369
36.5,15.55,14.561936684383708
36.75,15.45,14.485837003232175
37.0,15.05,13.716969897098073
37.25,14.8,13.18132650460691
37.5,14.6,12.83252446756001
37.75,15.15,12.757969645428862
38.0,15.35,12.5918729011174
38.25,15.8,13.020631401942962
38.5,15.9,12.981363159302038
38.75,15.7,12.982174013055868
39.0,15.75,13.017700500310701
39.25,15.85,13.526873836532728
39.5,16.2,14.095912061378124
39.75,16.05,14.073023839957068
40.0,15.4,13.82370199483862
40.25,15.2,12.99230541512937
40.5,14.95,12.991799032669153
40.75,14.6,12.84891967607025
41.0,14.3,12.25217488749178
41.25,14.45,12.513045823838162
41.5,14.2,12.584869779557556
41.75,14.4,12.470596997485092
42.0,14.4,12.474816737394539
42.25,14.2,12.462997865259933
42.5,13.7,11.868135134845211
42.75,14.1,11.990785936227075
43.0,13.65,11.554333887288672
43.25,13.75,11.701889186209028
43.5,13.6,11.802765064081159
43.75,13.4,12.136937964655448
44.0,13.25,12.23831343729493
44.25,13.2,12.155137531967814
44.5,13.45,12.197821203201133
44.75,13.4,12.080432198612067
45.0,13.5,12.172012764405158
45.25,13.2,11.927853294307667
45.5,13.65,12.47006942959611
45.75,13.05,11.896372733338776
46.0,12.95,11.922888205376024
46.25,13.1,12.379524691156254
46.5,12.7,11.801427210745583
46.75,12.45,11.46837757533847
47.0,12.8,12.050769794149208
47.25,12.8,12.267200598600962
47.5,13.05,12.68017516066963
47.75,13.1,12.756422531002716
48.0,12.8,12.215606928498435
48.25,12.6,11.931382767175064
48.5,12.8,11.98068621178533
48.75,12.55,11.96695010171105
49.0,12.65,11.966070453798238
49.25,12.5,11.5508031163023
49.5,12.3,11.337408967893111
49.75,12.25,11.534273868961606
50.0,12.65,12.136395892651075
50.25,12.8,12.202674426448278
50.5,13.05,12.584347002275651
50.75,12.65,12.29152467952485
51.0,12.6,12.071715528021429
51.25,12.1,11.47032785288335
51.5,12.25,11.968709203585824
51.75,12.15,11.717171384901643
52.0,12.3,12.26076326292428
52.25,12.6,12.343334020305942
52.5,12.0,11.796520450405794
52.75,11.8,11.655583708203867
53.0,12.0,12.048149017041668
53.25,12.05,11.953748586245148
53.5,11.85,11.590717701769174
53.75,11.95,11.505033223493282
54.0,11.55,11.376221738900467
54.25,11.45,11.32056814642687
54.5,11.55,11.527883815477924
54.75,11.05,10.956733089748969
55.0,11.1,10.90098981502911
55.25,11.4,11.385124181649447
55.5,11.45,11.45000574580412
55.75,11.05,10.684346641601195
56.0,11.35,10.864112820125767
56.25,11.25,10.97784850937272
56.5,11.55,11.099905167921126
56.75,11.2,10.675106310329753
57.0,11.0,10.417596449732235
57.25,10.55,9.928560610152596
57.5,10.35,9.879670780792347
57.75,10.2,9.992628862263793
58.0,10.0,10.234101919819988
58.25,9.75,10.48746118492284
58.5,9.75,10.557486742392314
58.75,9.8,10.481060613265596
59.0,9.25,9.962429422585638
59.25,9.55,10.070671330781854
59.5,9.5,9.730581201876678
59.75,9.1,9.413875537289567
60.0,9.25,9.967711029012364
60.25,9.0,9.830136262909503
60.5,9.05,9.843378752397873
60.75,9.05,10.091554572225755
61.0,8.95,9.997236460247665
61.25,8.8,9.451260010679723
61.5,9.05,9.332879061626555
61.75,8.95,9.478368724849783
62.0,8.6,8.851999476775973
62.25,8.3,8.42365091494431
62.5,8.4,8.647482140393297
62.75,8.05,8.611345026062697
63.0,7.95,8.543849742420138
63.25,8.25,8.967044927780952
63.5,8.2,8.569222773820764
63.75,7.65,8.362038280857504
64.0,7.4,8.229599977488194
64.25,7.75,8.613789434450592
64.5,7.55,8.198042128267097
64.75,7.45,8.088165493647592
65.0,7.0,7.532386215885585
65.25,7.0,7.4903446621563905
65.5,6.3,7.004509825443665
65.75,6.15,7.234966264061309
66.0,6.0,6.813299687492027
66.25,5.75,6.315186374713609
66.5,5.8,6.287832862382965
66.75,5.55,6.047835628509896
67.0,5.05,5.510516261992538
67.25,5.05,5.4238750955964665
67.5,5.1,5.702261785790284
67.75,4.8,5.662433919679491
68.0,4.95,5.986607861235822
68.25,4.85,5.824404193608675
68.5,4.85,5.631443677667108
68.75,4.45,5.114221657094531
69.0,4.4,4.988407614290936
69.25,4.2,4.741751841494427
69.5,4.05,4.616617581599849
69.75,3.95,4.684520983206849
70.0,3.95,5.020746432239146
70.25,4.0,5.1809367167683
70.5,3.8,4.926833081252734
70.75,3.7,4.63510631229919
71.0,3.6,4.683678266625831
71.25,3.5,4.559547530644957
71.5,3.2,4.11160104556543
71.75,3.15,4.356181331105684
72.0,3.1,4.327391337685291
72.25,3.1,4.266145801540309
72.5,2.75,4.076569765456195
72.75,2.8,4.37216073282813
73.0,2.75,4.314906841709515
73.25,2.7,4.1434793414027755
73.5,2.7,4.027536794565501
73.75,2.5,3.913539251583432
74.0,2.75,4.278157498146529
74.25,2.55,4.006245124802025
74.5,2.75,4.265837364580679
74.75,2.8,4.420050011624659
75.0,2.85,4.591468060149
75.25,3.0,4.812265031857878
75.5,2.95,4.639362478889348
75.75,3.0,4.701623459816273
76.0,2.8,4.502630809929492
76.25,2.95,5.20601878396029
76.5,2.85,4.95532674582562
76.75,2.7,4.39018043029285
77.0,2.7,4.543358368339206
77.25,2.8,4.774934554525328
77.5,2.8,4.730639213512382
77.75,2.85,5.070814322644524
78.0,2.9,5.270573722890237
78.25,2.85,5.1837296063335465
78.5,3.0,5.261578710455236
78.75,3.15,5.3041691645643985
79.0,3.2,5.482988044372963
79.25,3.05,4.914800418927989
79.5,3.3,5.262578915522812
79.75,2.95,4.442320398881173
80.0,2.95,4.430456790041074
