t,mean_I,sd_I
0.0,10.0,0.0
0.25,10.7,0.9233805168766386
0.5,11.9,1.6827296120792612
0.75,12.75,1.6819474927657678
1.0,14.7,2.0545200489600846
1.25,15.4,2.6635947218196057
1.5,17.05,3.440853627257417
1.75,18.05,3.3320611607453077
2.0,19.95,4.430456790041074
2.25,21.85,6.175290319192757
2.5,23.4,6.556635851121406
2.75,24.85,7.2131094105400235
3.0,27.0,8.385451059643971
3.25,28.65,9.387982239348123
3.5,31.1,9.94670006108876
3.75,33.3,10.347132834497527
4.0,36.0,12.065610111735793
4.25,39.75,13.920356166042364
4.5,42.65,14.499637019050185
4.75,45.3,15.553303930608916
5.0,48.85,17.93049445996812
5.25,52.05,19.693640437567925
5.5,55.5,21.20203565201874
5.75,60.75,23.023729178027565
6.0,65.9,25.12055145221056
6.25,71.1,27.581267479749254
6.5,77.55,30.507074244302228
6.75,82.5,31.972850324841804
7.0,90.05,34.73883766197803
7.25,96.05,37.03977236487969
7.5,102.4,39.271524436656996
7.75,108.8,41.26244628817117
8.0,116.0,43.0458751615187
8.25,123.8,45.8930105904225
8.5,131.1,48.15971236144213
8.75,139.2,50.007999360102374
9.0,145.5,51.75702342372686
9.25,153.45,55.905441783896414
9.5,162.45,60.50269676460277
9.75,171.7,61.10224390745659
10.0,179.35,63.70761749049944
10.25,188.25,66.46793845234906
10.5,197.8,68.55700662875194
10.75,206.7,71.62115241801273
11.0,215.9,73.07523160198816
11.25,223.65,74.30610586231157
11.5,233.4,76.26297991334431
11.75,243.1,75.96945369513224
12.0,249.25,75.57559826181715
12.25,256.65,75.82547481934384
12.5,265.05,75.19061741579478
12.75,270.6,73.15333571557615
13.0,277.25,69.9938907108478
13.25,284.7,68.76053029402689
13.5,289.35,67.94291334410242
13.75,295.85,66.45320870634029
14.0,300.6,65.22301821644838
14.25,304.65,62.394563697067134
14.5,306.85,61.83192413393961
14.75,310.95,58.570223259191856
15.0,313.75,55.327612788210054
15.25,315.3,53.86444975462407
15.5,316.3,51.60283549940785
15.75,317.7,50.102106269413255
16.0,319.4,46.74161900670987
16.25,320.35,42.853821299856094
16.5,320.75,39.86011725231652
16.75,318.95,37.73100777037927
17.0,318.6,33.022161617537044
17.25,317.3,28.886529368329594
17.5,317.2,28.691829022067918
17.75,316.55,26.506156186619624
18.0,315.6,26.835561637891107
18.25,314.7,21.997846784580865
18.5,313.4,22.41099354287862
18.75,309.75,22.69448112833185
19.0,306.7,25.296348810804588
19.25,302.85,25.888983635597025
19.5,298.85,25.242560133735704
19.75,294.2,25.621947828498822
20.0,291.65,27.66771822140285
20.25,286.9,29.271685618484092
20.5,282.0,30.961776094845856
20.75,275.45,30.41030815538151
21.0,270.1,31.163237450898013
21.25,264.7,32.56265216147901
21.5,259.25,33.74965886767169
21.75,253.85,33.89655315499607
22.0,250.3,36.03813769357474
22.25,245.35,38.461566599179996
22.5,239.8,37.20865773615485
22.75,233.45,35.41554074577698
23.0,228.85,36.86857883432935
23.25,224.85,36.947010419618096
23.5,220.25,36.67047428395938
23.75,216.05,36.807429170009456
24.0,212.5,38.691084244306204
24.25,208.1,38.93435771303176
24.5,202.3,40.004078739416975
24.75,197.0,39.93811001510897
25.0,192.25,38.33079701754191
25.25,187.0,36.67208891327515
25.5,182.6,37.31290167728781
25.75,176.95,36.09851287212462
26.0,173.2,36.48734459767487
26.25,169.15,36.99398955449242
26.5,165.35,37.120394451170995
26.75,161.05,37.39895157551035
27.0,157.1,36.3866661523725
27.25,154.2,36.68873339180213
27.5,150.75,35.744524792359165
27.75,146.15,36.02524699502602
28.0,142.0,35.88431705531423
28.25,138.0,34.49027322838167
28.5,134.15,33.85460397828212
28.75,131.05,33.109825223274576
29.0,128.25,32.65428963519108
29.25,124.55,31.1844681312922
29.5,120.8,30.14281794531179
29.75,117.35,30.257274027561493
30.0,113.8,30.158528513594014
30.25,109.55,30.18273295149153
30.5,106.5,29.296128718565132
30.75,103.3,27.52243104317487
31.0,99.15,27.313530481584053
31.25,96.7,26.752471602491333
31.5,93.55,25.972607027202212
31.75,90.75,25.09324715200444
32.0,87.2,24.56698683406785
32.25,85.2,23.531837336278116
32.5,83.0,22.92780431106118
32.75,80.7,23.04252361910132
33.0,78.2,22.397368266453938
33.25,75.15,21.981511369905007
33.5,73.05,21.20693779229608
33.75,71.35,20.878785506119033
34.0,68.55,20.795938368623307
34.25,66.4,19.13772796282117
34.5,64.05,18.12086613475427
34.75,62.35,18.172492225454672
35.0,60.75,17.761208470027864
35.25,58.9,16.685638325092313
35.5,56.95,16.43960237705856
35.75,56.25,16.657146403744836
36.0,54.7,16.438401766339055
36.25,53.8,16.175354872866247
36.5,52.05,15.685981002156034
36.75,50.95,15.19859758073266
37.0,49.35,15.02725593888091
37.25,47.4,14.031543412123835
37.5,45.75,13.695466018857635
37.75,44.05,13.539318959782905
38.0,42.65,13.743036514234362
38.25,42.0,13.234723069896177
38.5,40.35,12.823805987303457
38.75,39.1,12.16941809792503
39.0,37.85,12.071170527116946
39.25,36.4,11.504690119114121
39.5,35.6,11.61849704928355
39.75,34.65,11.084721585659198
40.0,33.75,10.710914256520137
40.25,32.6,10.922694867014034
40.5,32.1,10.823463790351619
40.75,31.3,10.120848726631992
41.0,30.25,9.872209799016098
41.25,29.35,9.81017194977797
41.5,28.55,10.028774391194254
41.75,27.75,9.791913957310308
42.0,27.2,9.66600118701464
42.25,26.35,8.90461146053874
42.5,25.35,8.443465240240993
42.75,24.8,8.532291603080617
43.0,24.0,8.013147091860318
43.25,23.25,8.181333053134788
43.5,22.5,7.957121934071653
43.75,21.55,7.625959818796237
44.0,20.85,7.4992982127803485
44.25,20.2,6.887058802374816
44.5,19.65,6.682853156832752
44.75,18.85,6.571669658866242
45.0,18.4,6.451438028190223
45.25,18.0,6.349471590115527
45.5,17.15,5.914077763225108
45.75,16.75,5.655691125341195
46.0,16.15,5.612720514950603
46.25,15.7,5.657784576650959
46.5,15.15,5.412218146301744
46.75,14.5,5.345928111041249
47.0,14.05,5.062504061076994
47.25,13.85,5.254321529640349
47.5,13.55,5.335827267779472
47.75,13.05,5.365337091484854
48.0,12.6,5.285531392893542
48.25,12.2,5.146281232726773
48.5,11.45,4.695742752749558
48.75,11.25,4.810897716861715
49.0,10.95,4.695742752749558
49.25,10.55,4.860961568292949
49.5,10.15,4.727021984516813
49.75,9.75,4.733697786809177
50.0,9.3,4.437875262116464
50.25,9.05,4.37065573786673
50.5,8.95,4.297796252916016
50.75,8.55,4.110000640286799
51.0,8.2,3.9550101470360217
51.25,7.85,3.828906673684992
51.5,7.8,3.887902966083929
51.75,7.7,3.7148351242013415
52.0,7.45,3.6487200351269538
52.25,7.15,3.5433406776507868
52.5,7.0,3.4641016151377544
52.75,6.8,3.4274434234648763
53.0,6.6,3.2831307266724927
53.25,5.9,3.3229663349420044
53.5,5.7,3.278317925560703
53.75,5.5,3.2363071872933067
54.0,5.45,3.1535276821529985
54.25,5.15,3.0826338704016356
54.5,4.95,3.0689446154389266
54.75,4.8,3.1556132109056243
55.0,4.75,3.006571749386754
55.25,4.6,2.8358605859875934
55.5,4.4,2.6832815729997477
55.75,4.25,2.653200649067184
56.0,4.2,2.7260922485067196
56.25,4.1,2.789076436460832
56.5,4.05,2.837252191822221
56.75,3.9,2.5935141776118527
57.0,3.75,2.510504247944498
57.25,3.55,2.4809802816416613
57.5,3.55,2.4809802816416613
57.75,3.55,2.6847522673129647
58.0,3.65,2.8704483420208984
58.25,3.5,2.585384019118976
58.5,3.35,2.3902213066443956
58.75,3.2,2.284962282309918
59.0,3.2,2.284962282309918
59.25,3.05,2.258900524358558
59.5,2.7,2.02874085917453
59.75,2.65,2.0072237962970276
60.0,2.6,1.9841477024816367
60.25,2.5,1.8209309360006518
60.5,2.35,1.7851728502481652
60.75,2.3,1.7198531149031608
61.0,2.25,1.6503588126605424
61.25,2.2,1.6091841672756186
61.5,2.25,1.7129537431920892
61.75,2.05,1.7312909694943341
62.0,1.95,1.7312909694943341
62.25,1.9,1.6827296120792612
62.5,1.85,1.631111987507134
62.75,1.7,1.5593520921743174
63.0,1.6,1.7591864148251213
63.25,1.55,1.700619082322051
63.5,1.5,1.8209309360006518
63.75,1.3,1.625455401774498
64.0,1.3,1.625455401774498
64.25,1.2,1.6091841672756186
64.5,1.1,1.410487037944882
64.75,0.9,1.1652874052533586
65.0,0.9,1.1652874052533586
65.25,0.85,1.0894228312566052
65.5,0.8,1.0563093645728088
65.75,0.8,1.1964860832322377
66.0,0.7,1.0310954828418375
66.25,0.65,0.8750939799154206
66.5,0.6,0.7539370349250518
66.75,0.55,0.6863327411532597
67.0,0.5,0.6882472016116853
67.25,0.5,0.6882472016116853
67.5,0.5,0.6882472016116853
67.75,0.5,0.6882472016116853
68.0,0.5,0.6882472016116853
68.25,0.5,0.6882472016116853
68.5,0.5,0.6882472016116853
68.75,0.5,0.6882472016116853
69.0,0.5,0.6882472016116853
69.25,0.45,0.6863327411532598
69.5,0.45,0.6863327411532598
69.75,0.4,0.598243041616119
70.0,0.35,0.5871429486123997
70.25,0.35,0.5871429486123997
70.5,0.35,0.5871429486123997
70.75,0.3,0.5712405705774793
71.0,0.3,0.5712405705774793
71.25,0.3,0.5712405705774793
71.5,0.3,0.5712405705774793
71.75,0.3,0.5712405705774793
72.0,0.25,0.5501196042201808
72.25,0.25,0.5501196042201808
72.5,0.25,0.5501196042201808
72.75,0.3,0.6569466853317862
73.0,0.3,0.6569466853317862
73.25,0.3,0.6569466853317862
73.5,0.25,0.5501196042201808
73.75,0.25,0.5501196042201808
74.0,0.25,0.5501196042201808
74.25,0.25,0.5501196042201808
74.5,0.25,0.5501196042201808
74.75,0.2,0.5231483637805969
75.0,0.2,0.5231483637805969
75.25,0.2,0.5231483637805969
75.5,0.2,0.5231483637805969
75.75,0.2,0.5231483637805969
76.0,0.2,0.5231483637805969
76.25,0.2,0.5231483637805969
76.5,0.2,0.5231483637805969
76.75,0.2,0.5231483637805969
77.0,0.15,0.4893604849295929
77.25,0.15,0.4893604849295929
77.5,0.15,0.4893604849295929
77.75,0.15,0.4893604849295929
78.0,0.15,0.4893604849295929
78.25,0.15,0.4893604849295929
78.5,0.15,0.4893604849295929
78.75,0.15,0.4893604849295929
79.0,0.15,0.4893604849295929
79.25,0.15,0.4893604849295929
79.5,0.15,0.4893604849295929
79.75,0.15,0.4893604849295929
80.0,0.15,0.4893604849295929
