t,mean_I,sd_I
17.75,164.45,35.92605710271263
18.0,158.55,34.68880450368298
18.25,153.45,34.48184114024443
18.5,147.55,34.5047288902474
18.75,141.85,34.6733251027964
19.0,135.3,34.77612611215374
19.25,128.45,34.44213301054087
19.5,122.75,32.62526466922287
19.75,118.05,30.59665444387498
20.0,114.6,30.850061844175833
20.25,109.35,30.46183980344139
20.5,105.65,29.229176123218135
20.75,101.25,27.518175811634027
21.0,96.25,26.742190202788276
21.25,91.6,26.097791800114145
21.5,87.8,26.617366709092686
21.75,85.6,25.415287566841794
22.0,81.55,24.81823395896866
22.25,78.75,24.561148181630273
22.5,75.25,23.708481715688965
22.75,72.5,22.67040732807976
23.0,69.45,21.109925328347824
23.25,66.1,19.2597207172187
23.5,63.75,19.254186147706328
23.75,61.7,19.28757440208046
24.0,59.3,18.93228932135172
24.25,56.6,18.33145125905633
24.5,54.2,18.234149569593743
24.75,51.7,17.818086612381133
25.0,49.3,17.782605338689233
25.25,46.85,16.62045347408459
25.5,44.65,15.597823734840636
25.75,43.05,14.87659765856215
26.0,41.4,14.612179490879663
26.25,39.8,13.983448863040303
26.5,38.3,13.75767728254033
26.75,36.3,13.746195645953906
27.0,34.5,12.642867762622446
27.25,33.7,12.217761014626465
27.5,31.9,11.534387944887145
27.75,29.95,11.156659564205542
28.0,28.5,11.071537714717909
28.25,26.85,10.494484767072455
28.5,25.4,9.13869736197037
28.75,23.75,8.49690346073513
29.0,22.85,8.336823830389326
29.25,21.2,7.924645102463581
29.5,20.25,7.992595257322144
29.75,19.25,7.926471306225807
30.0,18.2,7.309690755932731
30.25,17.1,6.536536987539631
30.5,16.6,6.426917080365573
30.75,15.8,5.9964902015130574
31.0,15.4,6.159289090898653
31.25,14.65,5.751658799630626
31.5,13.9,5.200202425209801
31.75,13.15,4.858795605583971
32.0,12.15,4.533791256541784
32.25,11.75,4.327087266340524
32.5,11.7,4.520130412650549
32.75,11.05,4.071402189599264
33.0,10.7,4.066551623336799
33.25,10.15,3.910512148447808
33.5,9.75,3.9453503613347456
33.75,9.5,4.071725355229777
34.0,8.75,3.9851698768519794
34.25,8.35,3.558163334613727
34.5,8.15,3.5729244987382827
34.75,7.85,3.42244910769128
35.0,7.15,3.602265369107846
35.25,6.75,3.6831765466352833
35.5,6.5,3.5614899306772987
35.75,6.25,3.4008512866169567
36.0,5.7,3.213458540182786
36.25,5.45,2.9105072807981336
36.5,4.9,2.5110283068684702
36.75,4.7,2.515216847405743
37.0,4.25,2.3591925469711477
37.25,3.8,2.330574810506717
37.5,3.55,2.2354794611117836
37.75,3.4,2.062190965683675
38.0,3.3,2.0799797569865155
38.25,3.05,1.8488972531299783
38.5,3.0,1.8064212949190015
38.75,3.0,1.747178176073456
39.0,2.75,1.7129537431920892
39.25,2.6,1.7290094517412349
39.5,2.55,1.8488972531299783
39.75,2.35,1.8715318802914813
40.0,2.2,1.7044832524535807
40.25,2.1,1.6511558949637932
40.5,2.0,1.6222142113076252
40.75,1.95,1.637552731171861
41.0,1.9,1.651155894963793
41.25,1.85,1.6944180805158293
41.5,1.7,1.6889735281961553
41.75,1.65,1.694418080515829
42.0,1.55,1.8771478925557028
42.25,1.6,1.9029063643750177
42.5,1.65,1.9540780569443943
42.75,1.6,2.087557121815378
43.0,1.6,2.3033156878497434
43.25,1.55,2.187885304412267
43.5,1.35,2.007223796297028
43.75,1.25,2.048748013068623
44.0,1.15,1.785172850248165
44.25,1.1,1.7740824166460336
44.5,1.05,1.8488972531299783
44.75,1.05,1.8488972531299783
45.0,0.85,1.3869694338832115
45.25,0.7,1.2607433062326867
45.5,0.7,1.1742858972247994
45.75,0.75,1.25131509768092
46.0,0.75,1.25131509768092
46.25,0.75,1.25131509768092
46.5,0.75,1.25131509768092
46.75,0.75,1.25131509768092
47.0,0.75,1.25131509768092
47.25,0.65,1.1821033884786183
47.5,0.6,1.1876558069531227
47.75,0.5,1.0513149660756935
48.0,0.5,1.0513149660756935
48.25,0.55,1.234376040972246
48.5,0.55,1.234376040972246
48.75,0.5,1.0513149660756935
49.0,0.45,0.8870412083230168
49.25,0.45,0.8870412083230168
49.5,0.45,0.8870412083230168
49.75,0.45,0.8870412083230168
50.0,0.45,0.8870412083230168
50.25,0.45,0.8870412083230168
50.5,0.5,1.0513149660756935
50.75,0.5,1.0513149660756935
51.0,0.4,0.9947229183096801
51.25,0.4,0.9947229183096801
51.5,0.45,1.0990426455975697
51.75,0.5,1.1470786693528088
52.0,0.5,1.1470786693528088
52.25,0.4,1.0954451150103324
52.5,0.4,1.0954451150103324
52.75,0.4,1.0954451150103324
53.0,0.35,0.9333020044867296
53.25,0.35,0.9333020044867296
53.5,0.35,0.9333020044867296
53.75,0.3,0.8013147091860318
54.0,0.3,0.8013147091860318
54.25,0.35,0.9880869341680844
54.5,0.3,0.9233805168766387
54.75,0.3,0.9233805168766387
55.0,0.25,0.7163503994113789
55.25,0.25,0.7163503994113789
55.5,0.15,0.4893604849295929
55.75,0.15,0.4893604849295929
56.0,0.15,0.4893604849295929
56.25,0.15,0.4893604849295929
56.5,0.15,0.4893604849295929
56.75,0.15,0.4893604849295929
57.0,0.15,0.4893604849295929
57.25,0.15,0.4893604849295929
57.5,0.15,0.4893604849295929
57.75,0.2,0.6958523739384593
58.0,0.15,0.4893604849295929
58.25,0.1,0.4472135954999579
58.5,0.0,0.0
58.75,0.0,0.0
59.0,0.0,0.0
59.25,0.0,0.0
59.5,0.0,0.0
59.75,0.0,0.0
60.0,0.0,0.0
60.25,0.0,0.0
60.5,0.0,0.0
60.75,0.0,0.0
61.0,0.0,0.0
61.25,0.0,0.0
61.5,0.0,0.0
61.75,0.0,0.0
62.0,0.0,0.0
62.25,0.0,0.0
62.5,0.0,0.0
62.75,0.0,0.0
63.0,0.0,0.0
63.25,0.0,0.0
63.5,0.0,0.0
63.75,0.0,0.0
64.0,0.0,0.0
64.25,0.0,0.0
64.5,0.0,0.0
64.75,0.0,0.0
65.0,0.0,0.0
65.25,0.0,0.0
65.5,0.0,0.0
65.75,0.0,0.0
66.0,0.0,0.0
66.25,0.0,0.0
66.5,0.0,0.0
66.75,0.0,0.0
67.0,0.0,0.0
67.25,0.0,0.0
67.5,0.0,0.0
67.75,0.0,0.0
68.0,0.0,0.0
68.25,0.0,0.0
68.5,0.0,0.0
68.75,0.0,0.0
69.0,0.0,0.0
69.25,0.0,0.0
69.5,0.0,0.0
69.75,0.0,0.0
70.0,0.0,0.0
70.25,0.0,0.0
70.5,0.0,0.0
70.75,0.0,0.0
71.0,0.0,0.0
71.25,0.0,0.0
71.5,0.0,0.0
71.75,0.0,0.0
72.0,0.0,0.0
72.25,0.0,0.0
72.5,0.0,0.0
72.75,0.0,0.0
73.0,0.0,0.0
73.25,0.0,0.0
73.5,0.0,0.0
73.75,0.0,0.0
74.0,0.0,0.0
74.25,0.0,0.0
74.5,0.0,0.0
74.75,0.0,0.0
75.0,0.0,0.0
75.25,0.0,0.0
75.5,0.0,0.0
75.75,0.0,0.0
76.0,0.0,0.0
76.25,0.0,0.0
76.5,0.0,0.0
76.75,0.0,0.0
77.0,0.0,0.0
77.25,0.0,0.0
77.5,0.0,0.0
77.75,0.0,0.0
78.0,0.0,0.0
78.25,0.0,0.0
78.5,0.0,0.0
78.75,0.0,0.0
79.0,0.0,0.0
79.25,0.0,0.0
79.5,0.0,0.0
79.75,0.0,0.0
80.0,0.0,0.0
