time,transition,failed,working,spares,busy_repairers,repair_queue
1295.6454228339808,machine_failure,1,10,2,1,0
1295.7655828989818,interval_end,1,10,2,1,0
1295.7655828989818,repair_complete,0,10,3,0,0
1299.7742718302948,interval_end,0,10,3,0,0
1299.7742718302948,machine_failure,1,10,2,1,0
1300.2067379653624,interval_end,1,10,2,1,0
1300.2067379653624,repair_complete,0,10,3,0,0
1319.2762050644892,interval_end,0,10,3,0,0
1319.2762050644892,machine_failure,1,10,2,1,0
1320.3643461014742,interval_end,1,10,2,1,0
1320.3643461014742,repair_complete,0,10,3,0,0
1330.7729715351513,interval_end,0,10,3,0,0
1330.7729715351513,machine_failure,1,10,2,1,0
1330.8886093065223,interval_end,1,10,2,1,0
1330.8886093065223,repair_complete,0,10,3,0,0
1353.1113209266173,interval_end,0,10,3,0,0
1353.1113209266173,machine_failure,1,10,2,1,0
1353.690280609868,interval_end,1,10,2,1,0
1353.690280609868,repair_complete,0,10,3,0,0
1374.5259553275025,interval_end,0,10,3,0,0
1374.5259553275025,machine_failure,1,10,2,1,0
1374.8230368185891,interval_end,1,10,2,1,0
1374.8230368185891,repair_complete,0,10,3,0,0
1391.233530398096,interval_end,0,10,3,0,0
1391.233530398096,machine_failure,1,10,2,1,0
1391.604533725297,interval_end,1,10,2,1,0
1391.604533725297,repair_complete,0,10,3,0,0
1402.3925474628697,interval_end,0,10,3,0,0
1402.3925474628697,machine_failure,1,10,2,1,0
1403.9552499653778,interval_end,1,10,2,1,0
1403.9552499653778,repair_complete,0,10,3,0,0
1433.9212037478442,interval_end,0,10,3,0,0
1433.9212037478442,machine_failure,1,10,2,1,0
1435.5161119252052,interval_end,1,10,2,1,0
1435.5161119252052,machine_failure,2,10,1,1,1
1436.2373134730615,interval_end,2,10,1,1,1
1436.2373134730615,repair_complete,1,10,2,1,0
1436.838638157556,interval_end,1,10,2,1,0
1436.838638157556,repair_complete,0,10,3,0,0
1447.9045689287505,interval_end,0,10,3,0,0
1447.9045689287505,machine_failure,1,10,2,1,0
1447.9514887211221,interval_end,1,10,2,1,0
1447.9514887211221,repair_complete,0,10,3,0,0
1449.3700340940825,interval_end,0,10,3,0,0
1449.3700340940825,machine_failure,1,10,2,1,0
1449.4509259748693,interval_end,1,10,2,1,0
1449.4509259748693,repair_complete,0,10,3,0,0
1450.0895025177126,interval_end,0,10,3,0,0
1450.0895025177126,machine_failure,1,10,2,1,0
1450.2240262093972,interval_end,1,10,2,1,0
1450.2240262093972,repair_complete,0,10,3,0,0
1477.0034927677773,interval_end,0,10,3,0,0
1477.0034927677773,machine_failure,1,10,2,1,0
1478.324816618939,interval_end,1,10,2,1,0
1478.324816618939,repair_complete,0,10,3,0,0
1536.824732381058,interval_end,0,10,3,0,0
1536.824732381058,machine_failure,1,10,2,1,0
1537.6243527737502,interval_end,1,10,2,1,0
1537.6243527737502,repair_complete,0,10,3,0,0
1555.8345838206474,interval_end,0,10,3,0,0
1555.8345838206474,machine_failure,1,10,2,1,0
1557.032230232434,interval_end,1,10,2,1,0
1557.032230232434,repair_complete,0,10,3,0,0
1562.4416980012224,interval_end,0,10,3,0,0
1562.4416980012224,machine_failure,1,10,2,1,0
1563.8421195587227,interval_end,1,10,2,1,0
1563.8421195587227,repair_complete,0,10,3,0,0
1589.226497235576,interval_end,0,10,3,0,0
1589.226497235576,machine_failure,1,10,2,1,0
1589.5204693744301,interval_end,1,10,2,1,0
1589.5204693744301,machine_failure,2,10,1,1,1
1590.266305192127,interval_end,2,10,1,1,1
1590.266305192127,repair_complete,1,10,2,1,0
1590.9819789673925,interval_end,1,10,2,1,0
1590.9819789673925,repair_complete,0,10,3,0,0
1591.2390756113236,interval_end,0,10,3,0,0
1591.2390756113236,machine_failure,1,10,2,1,0
1591.4665183292086,interval_end,1,10,2,1,0
1591.4665183292086,repair_complete,0,10,3,0,0
1602.7839739483177,interval_end,0,10,3,0,0
1602.7839739483177,machine_failure,1,10,2,1,0
1603.5889002706685,interval_end,1,10,2,1,0
1603.5889002706685,repair_complete,0,10,3,0,0
1608.2620397065207,interval_end,0,10,3,0,0
1608.2620397065207,machine_failure,1,10,2,1,0
1608.2739968398253,interval_end,1,10,2,1,0
1608.2739968398253,repair_complete,0,10,3,0,0
1611.069666015467,interval_end,0,10,3,0,0
1611.069666015467,machine_failure,1,10,2,1,0
1612.807377178129,interval_end,1,10,2,1,0
1612.807377178129,repair_complete,0,10,3,0,0
1625.9333808058188,interval_end,0,10,3,0,0
1625.9333808058188,machine_failure,1,10,2,1,0
1626.3672434680393,interval_end,1,10,2,1,0
